date,clock,stadium,class,attendance,links,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
25th May 2023,8:00pm,Old Trafford,h,"73,561",https://www.skysports.com/football/manchester-united-vs-chelsea/464953,-0.22514444054480898,2.3436006287238618,0.10028080263917537,-3.6438226914608705,0.31761264945354095,1.1269176597528865,-1.3681337014625605,-0.4709717720335081,1.0597916239417007,-1.153283145620238,0.26723613543830255,-0.15114181192257448,0.2968268428291556,-1.0323082227296223,-0.877293111540177,-0.41366676015816145,-1.0460262640496243,0.07474140001083465,0.3880495704581558,-0.3131637519930097,0.9272010238828428,0.41015081854552576,0.47485388060644695,0.1456391503950854
24th May 2023,8:00pm,Amex Stadium,d,"31,388",https://www.skysports.com/football/brighton-and-hove-albion-vs-manchester-city/464948,0.022614256471605792,1.0088407112412374,0.688490576359509,-1.1672216750032753,0.886627845390052,0.2788272615157278,-3.308252711824739,1.1500904153187557,-1.1501280274704209,-0.20717791785942077,-0.587254831307202,0.022830087488477636,-1.2089608807988173,-1.1956759704238757,-0.8671631138807034,0.05157589238996712,-0.888811563707807,0.617268117024224,1.0238619105259374,0.6601991649572186,0.4713620770657485,0.4763667020349694,0.689064395307695,0.15069510297420544
22nd May 2023,8:00pm,"St James' Park, Newcastle",d,"52,152",https://www.skysports.com/football/newcastle-united-vs-leicester-city/465000,6.080939939086059,-1.2771387770086744,1.3598853062530067,1.4441389612608002,-1.8207661049977597,-2.7656803749051644,-0.3890994075931258,-0.3213882580589334,-0.40691237068818303,-1.6153192753446943,0.7310121909041558,0.11126867682493076,-1.507488128721609,0.2799323189989367,-0.4729105643285014,0.6338726019168139,-0.9788798795504757,0.13341604691010636,-1.0589019165298716,0.11327730540580978,0.9389056247812375,-0.6088169198282998,-0.8200387776048988,0.12040512894610611
21st May 2023,1:30pm,London Stadium,h,"62,478",https://www.skysports.com/football/west-ham-united-vs-leeds-united/465003,3.060247277244907,2.767056742090269,-2.0084970271505123,1.0876746384849658,0.8096973489534753,-0.5819600393568951,1.1423721914865348,-0.25435967763199036,0.4195341035825101,0.847629011437772,-0.29075915338885583,0.02232462309011796,0.5977063313505153,-0.6479968546739912,0.16107683567638564,-0.7774338883625079,0.5655336265382238,-0.11283696013443527,-0.28935348175405684,-0.6126818833530221,-1.3700692250281434,-0.5888832244729081,-0.5228634139302198,0.2018570015404665
21st May 2023,2:00pm,Amex Stadium,h,"31,507",https://www.skysports.com/football/brighton-and-hove-albion-vs-southampton/464996,4.931815062536736,1.0133807695819472,-1.3521908577351598,2.0082861818454902,0.08460299143704524,0.16456071599111605,-0.6766345029130769,-0.25312338855520183,0.8116225756156035,1.7901511488426491,0.6554671891187883,-0.558936147368527,0.25895329874891915,-0.8564999357735941,0.45632242693434477,-0.8007604793372618,-0.2837426960842477,0.2778336937258472,-0.6453056417892563,-1.455247750528533,1.4346095173975575,0.9877634732222782,0.14067718244097982,-1.809761412163216
21st May 2023,4:00pm,Etihad Stadium,h,"53,490",https://www.skysports.com/football/manchester-city-vs-chelsea/464999,0.6708597815037517,0.028658601596218226,1.56274583357283,-0.2560614452018474,-1.2896094452980147,0.48101579045976073,-0.13290171294139308,-1.7259313726747296,0.43971686054269493,0.277336312401177,0.4464187557520225,-2.2014731586646734,0.9876672483887128,0.4830078602052429,-1.1526306008123248,1.388110597562792,-0.0783324332247482,0.7335135702900033,1.090683843500743,0.1483777974828528,0.23838426255044742,0.5623798057060285,1.748722337343101,0.02021835637782399
20th May 2023,12:30p,Tottenham Hotspur Stadium,a,"61,514",https://www.skysports.com/football/tottenham-hotspur-vs-brentford/465002,2.7230441015741373,1.8020343590418613,1.1165019723658762,0.5768551225318967,-0.5468968847258514,-0.2381613970403353,-1.3807628229272555,0.6877848159763985,-0.23048611113711207,-0.2892595337313537,0.2233032476448203,0.9707463210376553,-0.40829118441069673,-1.0710744309574638,0.2192996438406461,-0.9413323462079625,0.03514987525561764,0.6419572904242147,0.8106478978409523,0.20459147898954963,-0.5688226132807642,0.3155820809634626,-0.08864743011851704,-0.03317531962243664
20th May 2023,3:00pm,Vitality Stadium,a,"10,240",https://www.skysports.com/football/bournemouth-vs-manchester-united/464995,-3.001346514412425,0.2862100953505887,0.42718774658054076,-2.391920758275653,-0.7461999858277042,-1.4170197840952024,-0.7534538989039107,-1.4807923348026195,0.43593851107925624,-0.4652828218725843,0.22294020217952712,-0.4618556762003555,0.41969637768299545,-0.3109567244362474,0.7809310594023532,-0.22072781727399843,1.657447352352108,1.374207849720962,-0.02591258436514477,0.5498247804705859,-0.6110762902334209,-0.6094748106519506,-0.12048673851744775,-0.7378543561442278
20th May 2023,3:00pm,Craven Cottage,d,"24,356",https://www.skysports.com/football/fulham-vs-crystal-palace/464997,-0.4947726152633865,-0.29575574834471646,0.10359742290707126,0.3444857994154593,-0.04571429890054575,0.5656820715235377,-0.2499188826497501,0.5849170358123282,-1.3361437133684326,-1.4376044573921631,-0.5508705516415342,0.4610636863767051,-0.943893049966322,0.5089003895010206,-0.9846131555483223,-0.5630934485044904,-0.5609492464390986,-1.1727024940480666,0.10261254722247531,0.6183868003674461,-0.10141319448304935,-1.0221411622769039,-0.3725012702585712,0.4069401265377053
20th May 2023,3:00pm,Anfield,d,"53,306",https://www.skysports.com/football/liverpool-vs-aston-villa/464998,2.131420832262392,-1.404430945370086,-0.10000090919686254,3.0839849340464007,1.0825665232904538,1.3569666234027153,-0.21048512221645618,1.0218580079949828,-1.2719242736930216,-0.5333440655741877,-0.9240920334148912,-0.7187751767330262,1.3684060369782916,-1.0688811444622994,0.12954674944597427,0.6347513266364235,0.3880181289056304,-0.897575427370976,0.32317046306423947,-1.3221719770598035,-0.782675035666118,0.6215358830759627,-0.28026645185842397,1.1607516245231924
20th May 2023,3:00pm,Molineux,d,"31,684",https://www.skysports.com/football/wolverhampton-wanderers-vs-everton/465004,-2.18048452511982,-0.48514358559629805,1.2952216236247758,-0.11768119482480735,2.671603507310332,-1.2977315131642386,-1.080207212037368,-0.7580886248942346,-0.9197269624414037,-2.0809626462091613,-0.24493738931242132,1.1624955634700995,1.26115000048364,-0.6387729094751062,-0.6243941121102047,-0.9910263769428782,-1.1316639651029377,1.0539903849904348,-0.23466212053915567,-0.03283796746821591,1.9250823330170859,0.5472673843463862,-0.28086911143633186,-0.7935851479728617
20th May 2023,5:30pm,The City Ground,h,"29,514",https://www.skysports.com/football/nottingham-forest-vs-arsenal/465001,-4.840752740600165,-2.999017509314185,-1.2541384745925028,-2.685924505472892,1.59001511884759,-0.4345732436688189,-0.8596756814373551,1.5946838505446888,0.29326713816250916,1.4095205880905037,-0.5408268704576471,-0.5117586598489422,-1.7036275943086154,0.30512727587747285,-1.6952028661608292,-0.04745667368994826,-1.0784393141619009,0.2215143063527431,0.1653806835241728,-0.916586197666159,-0.5851179994172754,-0.9164271879071099,-1.0959138783126559,-0.18742534282914042
18th May 2023,7:30pm,"St James' Park, Newcastle",h,"52,122",https://www.skysports.com/football/newcastle-united-vs-brighton-and-hove-albion/464882,2.2090982882667554,1.6054228455017951,-3.100664572409961,0.6794671781365353,2.702391477260819,2.4148987771021315,-1.4793360778400015,1.7304010335778128,1.7793016900547733,1.9780609197223424,1.0893937761906605,-1.101178640263987,0.3720466937809161,0.25001505234077875,-0.9017252436640935,-0.9909846755315029,-0.3346087910731309,-0.2382834825996562,0.5067235398035295,1.0514016214604402,-0.6426583766526414,-0.018030614373556214,0.8194505696801219,0.4349651532123574
15th May 2023,8:00pm,The King Power Stadium,a,"32,225",https://www.skysports.com/football/leicester-city-vs-liverpool/464992,-4.022672984199939,-0.2776466596862932,-0.4644540915526704,0.6134804415242914,0.2874817837652094,1.4037965723226058,0.620899808796888,1.9341115823638688,-0.7180975854190135,-0.25771531809341885,0.20089383475914907,0.8849852010145992,0.006207240061728582,-0.18158508273617477,1.7178316159270564,-0.8155457831562979,0.9149595686508304,0.9982037668544819,0.9368194596628213,0.965572310999261,-0.32408785771876475,-0.6430076753037977,-0.14131035074404985,0.8293005436467169
14th May 2023,2:00pm,Gtech Community Stadium,h,"17,075",https://www.skysports.com/football/brentford-vs-west-ham-united/464987,3.5028347714489056,2.2895165952691063,-0.667377948968144,-2.4506794569112924,-0.7425587589622644,-0.2863422651953203,0.4721735392429882,1.6200790796569287,1.06415990426615,-0.9925473765578918,1.5270392291114772,-1.2530797527709858,-0.2192417692630589,1.2961280548500624,0.6184885581723708,1.996258046198373,0.49018174514376645,0.5297325128731396,-0.736419197348865,0.19074634770226373,0.6235609172207609,0.020936364040709268,-1.198746887842622,0.05333683132811453
14th May 2023,2:00pm,Goodison Park,a,"39,376",https://www.skysports.com/football/everton-vs-manchester-city/464990,-1.9489317974627542,-0.8109880255076284,-0.37658129293036513,-0.222389395582204,-2.6124839526169565,-0.4768883884924104,-1.8497864081185247,1.2129841137110389,2.1756463427240424,-0.37251641931912344,0.09499560002726666,0.5610950035653869,0.6213729570646211,-0.6843810419197749,-0.18589466104703004,0.08682764323275483,0.9784556098476392,-0.1199199749018681,-0.7191108446912867,0.10698209321094786,-0.7691984117966284,-0.0047670309367490666,0.49697020960445,1.0951000222875493
14th May 2023,4:30pm,Emirates Stadium,a,"60,139",https://www.skysports.com/football/arsenal-vs-brighton-and-hove-albion/464985,-1.1854873456946844,-0.9568092459832714,1.7637939103713842,0.17415575256540042,-0.11396779392195752,1.8086780814661503,-0.27966420667268377,0.2322266492684852,-0.37671020706423497,-0.0281568502858801,1.4653726693269797,-0.6646528534736743,-2.414065823781628,0.016013627754004358,0.7225291672901516,-0.5364540666002636,-0.9158331151663927,1.4471348928072998,1.3536043995433222,1.0140644480759466,0.40391537833177393,0.10695159083080118,0.49437020261672093,0.33683216339139666
