date,clock,stadium,class,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links
30/01/2021,12:30pm,Goodison Park,a,0,17,0,4,2,60.9,39.1,11,13,3,3,6,5,2,5,84.8,75.1,0,4,7,12,4,0,70.6,57.1,63.6,36.4,1,3,13,6,3,4,0,0,https://www.skysports.com/football/everton-vs-newcastle-united/stats/429041
28/01/2021,8:00pm,8 Stadium,a,0,8,1,5,3,49.8,50.2,3,14,2,7,1,6,0,1,84.1,85.9,0,3,1,2,2,2,57.1,80,52.2,47.8,4,1,9,11,1,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-liverpool/stats/429036
27/01/2021,8:15pm,Old Trafford,a,0,3,1,25,2,75.8,24.2,16,5,4,3,5,1,7,1,88.5,68.9,1,1,7,2,0,5,52.4,60,82.1,17.9,1,3,10,12,1,1,0,0,https://www.skysports.com/football/manchester-united-vs-sheffield-united/stats/429030
27/01/2021,8:15pm,Goodison Park,d,0,17,1,18,1,35,65,8,19,2,6,4,3,2,10,76.2,86.2,0,0,5,11,2,1,64.3,63.2,44.1,55.9,5,1,12,10,1,1,0,0,https://www.skysports.com/football/everton-vs-leicester-city/stats/429029
27/01/2021,7:30pm,Amex Stadium,d,0,6,0,10,0,49.5,50.5,16,10,5,3,5,5,6,2,71.3,73.8,3,0,10,0,3,0,60.9,58.3,51.9,48.1,2,5,10,14,2,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-fulham/stats/429027
27/01/2021,6:00pm,Stamford Bridge,d,0,12,0,13,0,78.9,21.1,14,4,5,0,5,4,4,0,92.4,71.4,0,0,13,1,2,0,73.3,80,50,50,0,5,14,7,1,1,0,0,https://www.skysports.com/football/chelsea-vs-wolverhampton-wanderers/stats/429032
27/01/2021,6:00pm,Turf Moor,h,0,23,3,7,2,38.2,61.8,10,18,5,10,3,5,2,3,58.6,77.7,1,4,2,4,3,2,59.1,33.3,52.1,47.9,8,2,16,7,1,0,0,0,https://www.skysports.com/football/burnley-vs-aston-villa/stats/429028
26/01/2021,8:15pm,St. Mary's Stadium,a,0,20,1,2,3,58,42,13,9,5,5,5,4,3,0,85.4,77.3,0,4,4,5,2,2,64.7,53.3,47.6,52.4,1,4,11,6,1,2,0,0,https://www.skysports.com/football/southampton-vs-arsenal/stats/429035
26/01/2021,8:15pm,The Hawthorns,a,0,24,0,1,5,22.3,77.7,4,18,1,7,2,4,1,7,66,91.2,0,1,3,8,0,1,46.2,62.5,27,73,2,1,8,8,2,0,0,0,https://www.skysports.com/football/west-bromwich-albion-vs-manchester-city/stats/429031
26/01/2021,6:00pm,Selhurst Park,a,0,11,2,14,3,54.2,45.8,6,17,3,7,3,6,0,4,78.7,75.4,1,5,3,4,0,2,47.1,61.1,67.4,62.6,5,1,9,8,0,0,0,0,https://www.skysports.com/football/crystal-palace-vs-west-ham-united/stats/429033
26/01/2021,6:00pm,"St James' Park, Newcastle",a,0,4,1,19,2,42.3,57.7,22,9,5,2,10,4,7,3,70.9,73.3,1,0,9,5,1,0,54.5,46.7,48.1,51.9,1,4,10,15,1,3,0,0,https://www.skysports.com/football/newcastle-united-vs-leeds-united/stats/429034
13/05/2021,6:00pm,Villa Park,d,0,7,0,17,0,58,42,13,15,2,5,7,9,4,1,83.9,81.5,1,0,9,1,0,2,71.4,44.4,42.1,57.9,5,2,9,12,2,1,0,0,https://www.skysports.com/football/aston-villa-vs-everton/stats/429018
18/01/2021,8:00pm,Emirates Stadium,h,0,2,3,4,0,66.4,33.6,20,4,6,1,11,2,3,1,89.9,74.9,2,0,7,2,4,1,71.4,36.4,36,64,1,3,9,8,0,0,0,0,https://www.skysports.com/football/arsenal-vs-newcastle-united/stats/429017
17/01/2021,7:15pm,Etihad Stadium,h,0,1,4,11,0,72.2,27.8,13,2,6,0,3,1,4,1,90.4,72.2,1,0,11,1,0,0,55.6,60,53.8,46.2,0,2,9,8,0,0,0,0,https://www.skysports.com/football/manchester-city-vs-crystal-palace/stats/429023
17/01/2021,4:30pm,Anfield,d,0,5,0,3,0,65.7,34.3,17,8,3,4,6,1,8,3,86.4,73.3,1,1,7,3,1,8,56.3,50,27.8,72.2,4,3,15,6,2,1,0,0,https://www.skysports.com/football/liverpool-vs-manchester-united/stats/429022
17/01/2021,2:00pm,Bramall Lane,a,0,25,1,8,3,42,58,15,14,5,5,3,4,7,5,77.7,82.9,1,2,5,7,4,1,57.9,47.1,60.5,39.5,2,4,13,4,4,0,0,0,https://www.skysports.com/football/sheffield-united-vs-tottenham-hotspur/stats/429024
16/01/2021,8:00pm,The King Power Stadium,h,0,18,2,20,0,47.6,52.4,16,8,5,3,9,5,2,0,72,76.1,2,0,2,5,5,1,59.1,66.7,60,40,3,2,10,11,2,2,0,0,https://www.skysports.com/football/leicester-city-vs-southampton/stats/429021
16/01/2021,5:30pm,Craven Cottage,a,0,10,0,12,1,30.2,69.8,10,21,3,6,5,7,2,8,72.6,88.2,1,2,1,12,1,3,50,52.9,61.1,38.9,5,2,11,10,2,3,1,0,https://www.skysports.com/football/fulham-vs-chelsea/stats/429019
16/01/2021,3:00pm,London Stadium,h,0,14,1,23,0,44.8,55.2,15,10,4,2,6,3,5,5,72.8,73.8,0,0,7,4,5,1,62.5,46.2,54.4,45.6,2,2,12,9,2,1,0,0,https://www.skysports.com/football/west-ham-united-vs-burnley/stats/429025
16/01/2021,3:00pm,Elland Road,a,0,19,0,6,1,66.6,33.4,7,7,2,2,3,3,2,2,82.7,69.2,0,1,5,2,3,0,53.8,30,50,50,1,2,8,9,1,1,0,0,https://www.skysports.com/football/leeds-united-vs-brighton-and-hove-albion/stats/429020
16/01/2021,12:30pm,Molineux,a,0,13,2,24,3,67.8,32.2,23,12,6,5,10,5,7,2,83.2,67,1,1,11,0,0,2,66.7,52.6,58.5,41.5,2,4,10,14,2,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-west-bromwich-albion/stats/429026
21/03/2021,7:30pm,Villa Park,a,0,7,0,8,2,50.1,49.9,8,9,1,3,2,3,5,3,77.6,79.1,0,1,5,8,1,1,58.3,66.7,48.6,51.4,1,1,18,13,3,2,0,0,https://www.skysports.com/football/aston-villa-vs-tottenham-hotspur/stats/429008
23/02/2021,6:00pm,Elland Road,h,0,19,3,20,0,46.7,53.3,11,13,7,5,4,6,0,2,67.7,74.8,2,1,2,4,1,2,60,50,36.8,63.2,5,4,11,13,1,2,0,0,https://www.skysports.com/football/leeds-united-vs-southampton/stats/429010
21/01/2021,8:00pm,Anfield,a,0,5,0,23,1,71.8,28.2,27,6,6,4,10,2,11,0,85.7,66.8,0,0,12,0,1,6,33.3,60,41.7,58.3,3,6,11,8,2,1,0,0,https://www.skysports.com/football/liverpool-vs-burnley/stats/429015
20/01/2021,8:15pm,Craven Cottage,a,0,10,1,3,2,38.5,61.5,12,15,5,5,4,6,3,4,80.7,85.8,1,1,2,8,1,2,72.7,61.1,55,45,3,4,6,10,3,1,0,0,https://www.skysports.com/football/fulham-vs-manchester-united/stats/429009
19/01/2021,8:15pm,The King Power Stadium,h,0,18,2,12,0,35.6,64.4,8,9,6,5,2,3,0,1,81.8,87.9,4,0,6,3,1,3,57.9,68,56.5,43.5,5,4,7,16,1,3,0,0,https://www.skysports.com/football/leicester-city-vs-chelsea/stats/429011
19/01/2021,6:00pm,London Stadium,h,0,14,2,24,1,59,41,14,6,6,2,5,4,3,0,82.4,72.3,3,1,3,1,2,0,60,57.9,57.9,42.1,2,4,10,10,0,1,0,0,https://www.skysports.com/football/west-ham-united-vs-west-bromwich-albion/stats/429013
14/01/2021,8:00pm,Emirates Stadium,d,0,2,0,11,0,67.2,32.8,11,12,4,2,5,6,2,4,86.7,76,0,0,7,3,1,1,47.1,50,54.8,45.2,2,4,11,11,1,1,0,0,https://www.skysports.com/football/arsenal-vs-crystal-palace/stats/429007
13/01/2021,6:00pm,Etihad Stadium,h,0,1,1,6,0,65.1,34.9,16,5,6,1,4,3,6,1,89.8,77.6,3,0,8,4,2,2,62.5,71.4,61.5,38.5,1,5,4,12,0,2,0,0,https://www.skysports.com/football/manchester-city-vs-brighton-and-hove-albion/stats/429016
12/1/2021,8:15pm,Molineux,a,0,13,1,17,2,52.8,47.2,12,5,3,3,6,1,3,1,91.2,88.8,1,1,6,5,0,1,64.3,63.6,33.3,66.7,1,2,6,11,2,2,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-everton/stats/429014
12/1/2021,6:00pm,Bramall Lane,h,0,25,1,4,0,66.2,33.8,17,7,4,3,6,3,7,1,86.6,68.2,1,1,5,2,2,2,36.4,53.3,52.5,47.5,3,3,13,12,2,3,0,1,https://www.skysports.com/football/sheffield-united-vs-newcastle-united/stats/429012
17/2/2021,6:00pm,Turf Moor,d,0,23,1,10,1,46,54,8,8,3,3,5,4,0,1,68,73.2,1,0,5,5,6,0,60,64.3,45,55,2,2,7,13,1,1,0,0,https://www.skysports.com/football/burnley-vs-fulham/stats/428998
4/1/2021,8:00pm,St. Mary's Stadium,h,0,20,1,5,0,32.9,67.1,7,17,3,1,3,11,1,5,66.1,80.4,1,1,1,10,6,1,55.6,12.5,40,60,1,1,5,12,1,3,0,0,https://www.skysports.com/football/southampton-vs-liverpool/stats/429004
3/1/2021,4:30pm,Stamford Bridge,a,0,12,1,1,3,54.6,45.4,9,18,2,6,2,8,5,4,90.4,88.1,1,5,5,3,2,0,63.6,55.6,33.3,66.7,3,1,11,10,3,1,0,0,https://www.skysports.com/football/chelsea-vs-manchester-city/stats/428999
3/1/2021,2:15pm,"St James' Park, Newcastle",a,0,4,1,18,2,43.3,56.7,8,9,2,3,3,5,3,1,70.4,80.5,0,1,3,6,3,3,56.3,35.7,55.8,44.2,1,1,10,11,0,2,0,0,https://www.skysports.com/football/newcastle-united-vs-leicester-city/stats/429003
2/1/2021,8:00pm,The Hawthorns,a,0,24,0,2,4,38.1,61.9,7,21,3,12,3,7,1,2,74.3,82.7,2,4,3,5,3,2,53.8,78.6,64.3,35.7,8,3,7,4,1,2,0,0,https://www.skysports.com/football/west-bromwich-albion-vs-arsenal/stats/429006
2/1/2021,5:30pm,Amex Stadium,d,0,6,3,13,3,54.5,45.5,13,11,4,4,3,4,6,3,86.5,82.9,1,1,5,8,1,0,42.9,61.5,67.9,32.1,2,1,13,8,2,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-wolverhampton-wanderers/stats/428997
2/1/2021,3:00pm,Selhurst Park,h,0,11,2,25,0,44.4,55.6,9,7,4,2,2,1,3,4,72,80.6,0,0,3,6,0,3,58.3,59.1,47.9,52.1,2,2,8,18,1,3,0,0,https://www.skysports.com/football/crystal-palace-vs-sheffield-united/stats/429000
2/1/2021,12:30pm,8 Stadium,h,0,8,3,19,0,36.7,63.3,20,18,7,5,9,9,4,4,75.2,84.8,3,1,3,5,0,1,62.5,60,63.6,36.4,5,4,15,13,2,1,1,0,https://www.skysports.com/football/tottenham-hotspur-vs-leeds-united/stats/429005
1/1/2021,8:00pm,Old Trafford,h,0,3,2,7,1,48.4,51.6,19,15,9,5,5,6,5,4,82.8,79.6,2,2,5,10,1,1,54.5,72.2,59.5,40.5,4,7,22,10,4,0,0,0,https://www.skysports.com/football/manchester-united-vs-aston-villa/stats/429002
1/1/2021,5:30pm,Goodison Park,a,0,17,0,14,1,60,40,10,11,2,5,5,5,3,1,83.5,76,0,2,5,4,2,0,66.7,62.5,48.8,51.2,4,2,9,7,2,0,0,0,https://www.skysports.com/football/everton-vs-west-ham-united/stats/429001
17/02/2021,8:15pm,Goodison Park,a,0,17,1,1,3,29.6,70.4,3,16,2,7,1,4,0,5,73.2,90.2,0,1,0,10,0,0,61.1,54.5,53.3,46.7,4,1,8,8,2,1,0,0,https://www.skysports.com/football/everton-vs-manchester-city/stats/428991
13/01/2021,8:15pm,8 Stadium,d,0,8,1,10,1,52.4,47.6,15,15,6,4,6,5,3,6,81.8,80.5,7,1,6,5,2,2,50,53.8,44.2,55.8,3,5,13,15,1,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-fulham/stats/428995
30/12/2020,8:00pm,"St James' Park, Newcastle",d,0,4,0,5,0,26.9,73.1,8,11,2,4,4,4,2,3,66,86.4,1,3,5,12,2,4,63.2,60,42.6,57.4,4,2,9,13,2,3,0,0,https://www.skysports.com/football/newcastle-united-vs-liverpool/stats/428993
29/12/2020,8:00pm,Old Trafford,h,0,3,1,13,0,58.2,41.8,11,9,3,5,5,2,3,2,87.4,81.3,2,0,2,2,4,2,26.7,43.8,59.1,40.9,5,2,11,7,1,1,0,0,https://www.skysports.com/football/manchester-united-vs-wolverhampton-wanderers/stats/428992
29/12/2020,6:00pm,The Hawthorns,a,0,24,0,19,5,24.4,75.6,4,14,1,6,2,3,1,5,65.1,89.1,0,2,3,10,1,1,60,38.5,40.9,59.1,2,1,7,10,0,1,0,0,https://www.skysports.com/football/west-bromwich-albion-vs-leeds-united/stats/428996
29/12/2020,6:00pm,St. Mary's Stadium,d,0,20,0,14,0,62.6,37.4,8,8,3,3,4,3,1,2,83.9,70.9,1,0,4,3,2,3,26.7,46.7,25,75,3,4,16,15,3,1,0,0,https://www.skysports.com/football/southampton-vs-west-ham-united/stats/428994
29/12/2020,6:00pm,Turf Moor,h,0,23,1,25,0,37.1,62.9,5,7,3,3,2,2,0,2,69.6,81.1,2,1,3,5,2,2,66.7,69.2,58.5,41.5,2,2,13,17,1,2,0,0,https://www.skysports.com/football/burnley-vs-sheffield-united/stats/428988
29/12/2020,6:00pm,Amex Stadium,a,0,6,0,2,1,49.7,50.3,13,11,2,3,5,6,6,2,82.1,85.7,0,1,5,4,0,0,58.8,50,66.7,33.3,2,2,11,4,2,0,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-arsenal/stats/428987
28/12/2020,5:30pm,Stamford Bridge,d,0,12,1,7,1,63.4,36.6,16,10,5,2,7,5,4,3,82.5,72,0,1,11,4,1,1,52.9,42.1,44.1,55.9,1,4,16,3,3,1,0,0,https://www.skysports.com/football/chelsea-vs-aston-villa/stats/428989
28/12/2020,3:00pm,Selhurst Park,d,0,11,1,18,1,33.1,66.9,4,17,1,3,3,10,0,4,61.8,81.4,0,1,2,5,3,2,61.1,72.7,52.3,47.7,2,0,10,7,0,1,0,0,https://www.skysports.com/football/crystal-palace-vs-leicester-city/stats/428990
27/12/2020,7:15pm,Molineux,d,0,13,1,8,1,54.8,45.2,11,6,6,3,2,2,3,1,85.6,78.8,1,0,9,2,2,0,61.9,50,52.5,47.5,2,5,20,13,4,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-tottenham-hotspur/stats/428986
27/12/2020,4:30pm,Anfield,d,0,5,2,24,2,78.4,21.6,17,5,2,3,11,1,4,1,88.3,56.8,2,2,8,3,1,5,72.7,66.7,66.7,33.3,2,1,8,5,0,1,0,0,https://www.skysports.com/football/liverpool-vs-west-bromwich-albion/stats/428982
27/12/2020,2:15pm,London Stadium,d,0,14,2,6,2,43.6,56.4,11,13,4,4,2,4,5,5,76.6,81.4,1,0,5,4,2,1,57.1,63.6,59,41,2,2,6,8,0,0,0,0,https://www.skysports.com/football/west-ham-united-vs-brighton-and-hove-albion/stats/428985
27/12/2020,12:00pm,Elland Road,h,0,19,1,23,0,52.3,47.7,11,14,4,6,5,4,2,4,74.3,71.7,2,2,4,12,3,3,52.9,41.7,50,50,6,3,8,13,0,3,0,0,https://www.skysports.com/football/leeds-united-vs-burnley/stats/428980
26/12/2020,8:00pm,Bramall Lane,a,0,25,0,17,1,43.8,56.2,10,7,2,3,5,3,3,1,72.9,79.1,1,1,6,3,0,2,50,76.9,38.8,61.2,2,1,11,10,2,4,0,0,https://www.skysports.com/football/sheffield-united-vs-everton/stats/428984
26/12/2020,8:00pm,Etihad Stadium,h,0,1,2,4,0,75.1,24.9,11,7,6,2,2,3,3,2,90.6,75.7,6,0,7,3,1,3,62.5,36.4,40,60,2,4,5,12,2,2,0,0,https://www.skysports.com/football/manchester-city-vs-newcastle-united/stats/428983
26/12/2020,5:30pm,Emirates Stadium,h,0,2,3,12,1,39,61,15,19,7,3,4,11,4,5,69.8,84.6,1,2,2,9,1,0,43.8,30,30.8,69.2,2,4,13,10,2,1,0,0,https://www.skysports.com/football/arsenal-vs-chelsea/stats/428977
26/12/2020,3:00pm,Craven Cottage,d,0,10,0,20,0,46.7,53.3,10,3,1,2,4,1,5,0,72.2,72.2,1,0,6,3,1,4,58.3,50,57.1,42.9,2,1,15,12,2,0,0,0,https://www.skysports.com/football/fulham-vs-southampton/stats/428979
26/12/2020,3:00pm,Villa Park,h,0,7,3,11,0,38.6,61.4,21,13,10,6,6,6,5,1,71.8,81.7,5,0,4,4,1,2,35.3,58.3,60,40,6,7,18,16,1,4,1,0,https://www.skysports.com/football/aston-villa-vs-crystal-palace/stats/428978
26/12/2020,12:30pm,The King Power Stadium,d,0,18,2,3,2,54.4,45.6,10,9,2,4,4,4,4,1,79.9,80,1,5,5,0,1,4,70.6,55,54.5,45.5,2,1,10,17,2,1,0,0,https://www.skysports.com/football/leicester-city-vs-manchester-united/stats/428981
21/12/2020,8:00pm,Stamford Bridge,h,0,12,3,14,0,53.7,46.3,11,6,7,0,3,4,1,2,83.1,77.4,5,0,5,4,0,4,56.3,80,49,51,0,4,11,6,0,0,0,0,https://www.skysports.com/football/chelsea-vs-west-ham-united/stats/428969
21/12/2020,5:30pm,Turf Moor,h,0,23,2,13,1,36.4,63.6,10,15,4,3,5,5,1,7,66.2,82.9,1,0,1,7,1,2,57.1,45.5,60,40,2,2,11,15,2,1,0,0,https://www.skysports.com/football/burnley-vs-wolverhampton-wanderers/stats/428968
20/12/2020,7:15pm,The Hawthorns,a,0,24,0,7,3,32.7,67.3,1,19,1,10,0,6,0,3,67.4,85.6,0,2,1,7,1,4,60,63.6,39.6,60.4,7,1,14,8,1,2,1,0,https://www.skysports.com/football/west-bromwich-albion-vs-aston-villa/stats/428976
20/12/2020,4:30pm,Old Trafford,h,0,3,6,19,2,41.5,58.5,26,17,14,4,6,6,6,7,77.1,83.3,5,2,11,13,2,4,63.2,56.3,48.6,51.4,2,8,6,6,1,0,0,0,https://www.skysports.com/football/manchester-united-vs-leeds-united/stats/428972
20/12/2020,2:15pm,8 Stadium,a,0,8,0,18,2,56.4,43.6,8,17,3,4,4,6,1,7,78.8,79.1,1,0,5,3,2,4,60,73.7,55.6,44.4,3,3,15,14,2,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-leicester-city/stats/428975
20/12/2020,12:00pm,Amex Stadium,d,0,6,1,25,1,73.5,26.5,21,5,5,3,8,2,8,0,85,64,2,1,14,2,1,2,25,75,46,54,2,3,9,11,1,5,0,1,https://www.skysports.com/football/brighton-and-hove-albion-vs-sheffield-united/stats/428967
19/12/2020,8:00pm,"St James' Park, Newcastle",d,0,4,1,10,1,49.5,50.5,12,11,5,4,5,4,2,3,81.3,82.1,0,2,2,9,1,0,75,57.1,57.9,42.1,4,4,7,17,1,3,0,1,https://www.skysports.com/football/newcastle-united-vs-fulham/stats/428973
19/12/2020,5:30pm,Goodison Park,h,0,17,2,2,1,42.2,57.8,9,13,2,2,4,7,3,4,80.8,88.7,1,0,4,3,1,0,50,66.7,58.3,41.7,1,1,9,9,1,3,0,0,https://www.skysports.com/football/everton-vs-arsenal/stats/428971
19/12/2020,3:00pm,St. Mary's Stadium,a,0,20,0,1,1,48.3,51.7,9,11,3,5,3,4,3,2,81.9,85.2,0,1,6,6,3,2,50,50,39.1,60.9,4,3,9,11,2,2,0,0,https://www.skysports.com/football/southampton-vs-manchester-city/stats/428974
19/12/2020,12:30pm,Selhurst Park,a,0,11,0,5,7,35.3,64.7,5,14,3,8,2,4,0,2,75.6,87.3,1,5,5,4,7,0,70,68.4,58.3,41.7,0,3,5,11,1,0,0,0,https://www.skysports.com/football/crystal-palace-vs-liverpool/stats/428970
17/12/2020,8:00pm,Bramall Lane,a,0,25,2,3,3,40.7,59.3,12,14,6,8,5,4,1,2,73.7,83.1,1,1,6,3,2,4,73.7,62.5,48.7,51.3,4,4,17,8,3,2,0,0,https://www.skysports.com/football/sheffield-united-vs-manchester-united/stats/428962
17/12/2020,6:00pm,Villa Park,d,0,7,0,23,0,59.1,40.9,27,6,7,4,11,2,9,0,72.9,60.8,0,0,11,1,1,2,66.7,52.6,52.8,47.2,4,6,17,19,1,1,0,0,https://www.skysports.com/football/aston-villa-vs-burnley/stats/428958
16/12/2020,8:00pm,Anfield,h,0,5,2,8,1,75.8,24.2,17,8,11,2,1,6,5,0,88.3,61.4,0,3,7,4,2,0,66.7,53.8,55.9,44.1,1,9,8,9,0,2,0,0,https://www.skysports.com/football/liverpool-vs-tottenham-hotspur/stats/428965
16/12/2020,8:00pm,Craven Cottage,d,0,10,2,6,1,46.4,53.6,9,9,4,4,3,4,2,1,73.2,72.3,1,2,1,8,1,2,68.8,31.3,46.4,53.6,4,4,15,11,1,0,0,0,https://www.skysports.com/football/fulham-vs-brighton-and-hove-albion/stats/428959
16/12/2020,8:00pm,London Stadium,d,0,14,1,11,1,51.9,48.1,9,8,2,2,7,4,0,2,85.6,77.5,0,2,5,3,0,0,63.2,87,52.6,47.4,1,1,8,12,0,1,0,1,https://www.skysports.com/football/west-ham-united-vs-crystal-palace/stats/428963
16/12/2020,6:00pm,The King Power Stadium,a,0,18,0,17,2,61,39,14,11,2,6,4,1,8,4,84.8,77,1,0,4,6,2,2,52.4,53.8,42.9,57.1,4,2,12,9,2,3,0,0,https://www.skysports.com/football/leicester-city-vs-everton/stats/428961
16/12/2020,6:00pm,Elland Road,h,0,19,5,4,2,68.7,31.3,25,10,10,4,8,5,7,1,83.3,65.9,2,2,7,4,4,2,46.2,37.5,48.6,51.4,2,5,10,13,3,1,0,0,https://www.skysports.com/football/leeds-united-vs-newcastle-united/stats/428960
16/12/2020,6:00pm,Emirates Stadium,d,0,2,1,20,1,35.2,64.8,9,13,4,3,3,8,2,2,77.1,85.9,1,2,2,7,1,1,75,72.7,62.1,37.9,2,4,13,13,1,3,1,0,https://www.skysports.com/football/arsenal-vs-southampton/stats/428957
15/12/2020,8:00pm,Etihad Stadium,d,0,1,1,24,1,77.2,22.8,26,5,7,1,11,4,8,0,90.2,59.4,3,0,13,2,3,2,36.4,61.5,55.9,44.4,1,7,5,8,2,3,0,0,https://www.skysports.com/football/manchester-city-vs-west-bromwich-albion/stats/428966
15/12/2020,6:00pm,Molineux,h,0,13,2,12,1,45.1,54.9,12,13,4,3,6,6,2,4,80.4,85.8,1,1,5,6,1,0,58.8,42.9,69.2,30.8,2,2,12,12,2,2,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-chelsea/stats/428964
13/12/2020,7:15pm,The King Power Stadium,h,0,18,3,6,0,54.1,45.9,15,12,6,4,5,4,4,4,87,81.8,1,1,9,5,4,1,50,56,60,40,4,3,9,10,2,1,0,0,https://www.skysports.com/football/leicester-city-vs-brighton-and-hove-albion/stats/428952
13/12/2020,7:15pm,Emirates Stadium,a,0,2,0,23,1,64.7,35.3,18,10,6,2,6,5,6,3,82.9,71.7,3,1,13,4,3,3,41.7,58.3,28.6,71.4,2,6,5,11,2,1,1,0,https://www.skysports.com/football/arsenal-vs-burnley/stats/428947
13/12/2020,4:30pm,Craven Cottage,d,0,10,1,5,1,24.9,75.1,10,12,5,6,4,2,1,4,67.4,86.8,3,2,6,8,2,2,47.1,57.1,61.3,38.7,5,4,9,5,3,1,0,0,https://www.skysports.com/football/fulham-vs-liverpool/stats/428950
13/12/2020,2:15pm,Selhurst Park,d,0,11,1,8,1,42.9,57.1,16,14,5,6,5,5,6,3,79.4,79.9,1,1,4,7,4,0,72.7,65,68.8,31.3,5,4,15,11,1,1,0,0,https://www.skysports.com/football/crystal-palace-vs-tottenham-hotspur/stats/428948
13/12/2020,12:00pm,St. Mary's Stadium,h,0,20,3,25,0,68.2,31.8,16,3,6,0,7,3,3,0,85.8,69.1,4,0,8,4,3,0,61.9,64.7,59.5,40.5,0,3,8,14,0,1,0,0,https://www.skysports.com/football/southampton-vs-sheffield-united/stats/428955
12/12/2020,8:00pm,Goodison Park,h,0,17,1,12,0,28,72,9,10,4,3,3,4,2,3,67.2,84.4,0,0,6,6,4,1,53.8,52.9,52.4,47.6,3,3,10,11,2,3,0,0,https://www.skysports.com/football/everton-vs-chelsea/stats/428949
12/12/2020,5:30pm,Old Trafford,d,0,3,0,1,0,46.1,53.9,11,9,2,2,6,3,3,4,85.1,86.7,0,3,4,3,2,2,69.6,66.7,55.6,44.4,2,2,13,6,1,1,0,0,https://www.skysports.com/football/manchester-united-vs-manchester-city/stats/428953
12/12/2020,3:00pm,"St James' Park, Newcastle",h,0,4,2,24,1,45.4,54.6,12,13,7,3,1,4,4,6,80.3,81,1,0,4,3,3,2,28.6,61.1,51.4,48.6,2,4,9,12,2,3,0,0,https://www.skysports.com/football/newcastle-united-vs-west-bromwich-albion/stats/428954
12/12/2020,12:30pm,Molineux,a,0,13,0,7,1,50.5,49.5,16,13,7,2,4,6,5,5,76.7,76.4,1,0,5,8,0,2,73.3,37.5,45.8,54.2,1,7,23,15,2,5,1,1,https://www.skysports.com/football/wolverhampton-wanderers-vs-aston-villa/stats/428956
11/12/2020,8:00pm,Elland Road,a,0,19,1,14,2,64,36,13,19,7,8,5,8,1,3,85.5,69,0,3,5,6,2,0,58.8,58.3,38.5,61.5,6,6,12,10,1,2,0,0,https://www.skysports.com/football/leeds-united-vs-west-ham-united/stats/428951
23/1/2021,8:00pm,Villa Park,h,0,7,2,4,0,59.2,40.8,14,7,5,1,6,4,3,2,88,78,1,0,5,4,1,2,54.5,50,53.3,46.7,1,3,9,18,0,3,0,0,https://www.skysports.com/football/aston-villa-vs-newcastle-united/stats/428937
7/12/2020,8:00pm,Amex Stadium,a,0,6,1,20,2,47.7,52.3,12,10,4,3,8,4,0,3,73.2,76,2,1,4,3,2,3,52.4,66.7,37.1,62.9,1,3,12,12,3,3,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-southampton/stats/428938
6/12/2020,7:15pm,Anfield,h,0,5,4,13,0,60.6,39.4,11,9,6,3,4,5,1,1,90.1,84.6,1,0,4,6,1,3,50,31.6,43.8,56.3,3,3,8,14,1,1,0,0,https://www.skysports.com/football/liverpool-vs-wolverhampton-wanderers/stats/428941
6/12/2020,4:30pm,8 Stadium,h,0,8,2,2,0,30.2,69.8,5,11,3,2,1,7,1,2,67.4,86.7,0,0,3,9,1,0,53.8,73.3,50,50,2,1,16,12,1,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-arsenal/stats/428944
6/12/2020,2:00pm,Bramall Lane,a,0,25,1,18,2,29.7,70.3,4,13,1,4,2,4,1,5,66.9,85.4,0,1,6,5,4,4,25,66.7,54.8,45.2,2,0,13,6,1,3,0,0,https://www.skysports.com/football/sheffield-united-vs-leicester-city/stats/428943
6/12/2020,12:00pm,The Hawthorns,a,0,24,1,11,5,50.1,49.9,9,18,4,7,4,5,1,6,86.7,88.3,0,1,4,6,2,3,46.7,42.9,62.1,37.9,2,3,10,16,2,2,1,0,https://www.skysports.com/football/west-bromwich-albion-vs-crystal-palace/stats/428945
5/12/2020,8:00pm,Stamford Bridge,h,0,12,3,19,1,46.1,53.9,23,8,10,3,7,4,6,1,77.1,81.4,6,1,8,4,1,4,35.3,60.7,55,45,2,7,12,9,0,2,0,0,https://www.skysports.com/football/chelsea-vs-leeds-united/stats/428940
