PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,outcome
2.457094902507132,0.27409815693084333,-2.5411374169161367,-2.0205002994508607,-2.8064530789140654,0.9933176433070846,-0.5714735988386882,-0.5965281990350909,1.2395257270538702,0.38102979723071284,-0.41420871723811026,0.6979741681890763,0.5143356882509161,-0.7185471653381597,1.9386587454199213,0.0571087355411474,-0.8458745207108093,-0.423201839649586,-0.45636691834383275,0.962057383181297,0.27709150708613484,-0.4744597193306533,0.2431307790635926,0.7100826830977376,1
-0.13741699351439507,-0.06369215201505167,0.031630028364399265,-1.6569190523867237,2.5758271681596923,3.5520754791656692,-1.0362686267839931,0.435149718362201,-2.395603161325614,1.2086120854004676,-2.056878396896327,-1.058660179159663,-2.073564749881031,0.5923094978324844,0.18045514462665826,-1.2487676833916403,-0.7603128041071607,0.8627114250930299,1.1439619149277267,-0.5121180556714521,-0.016657605855628203,-0.4291871541667498,-0.18890563157970555,1.503720780968967,1
-2.4722408045597124,0.014112285423929333,-1.62228501806187,-0.6628844355494762,-0.13300587005835704,-0.8400244473077386,-3.1975557566830566,0.7920127114486036,-0.7750713202538264,1.1972774714016072,-0.43459346540864946,-0.1078381582540355,1.0174178518517467,-0.3979023597196227,0.6051838847849293,0.16977708288244925,-0.6070254859509308,-0.30528648905651035,0.4349138635396589,0.9734810213841374,1.3332694607863256,-0.7694091915298333,-0.004670348660944344,-0.18768197929233923,1
2.2008803685969873,1.75069585606659,1.1094440726181816,1.1264699047261026,-1.3381228566069083,-1.2442409710610933,-1.3128825787208036,-0.08456525015393448,-0.9840258617361605,0.4589636616321281,-0.9144464018577255,0.29897446534307187,-0.5825381048635959,-0.5860349178075807,-1.0966312685482644,-0.009134286643714814,-0.0073116048655830785,0.18577373132530978,-0.46902937367699116,1.4842447480183096,0.3437980279264844,1.2001687697401964,0.21498851145320375,0.254534059393779,0
2.294688435392081,-0.8146245099682233,0.057329668455627966,1.537464954443296,0.040846600908146735,0.05792121218550369,1.7514142586061936,-1.1053449162913596,-1.199960606676575,-0.08287361697746261,-0.7629526814211934,0.06925317784162437,-0.7020933443351093,-0.3380375000345816,-0.7741787550643885,0.6542247283536223,0.024289096423015487,-0.026638642136432245,0.09305420543775092,-0.20628875849567782,0.23054914938036525,0.7057601724718457,0.16642415735307187,-0.6795625105740396,0
0.5569126372964522,-1.0576551501411384,-1.671817617679426,-0.9807350127119414,0.4846070216485234,-0.9198765598156149,0.3392401784569721,0.8015416890441888,0.7696622643966335,-1.0457477541405649,-0.32599720827063383,0.4663822085273402,-1.9407220529511024,-0.5162336351936152,-1.0136035723020258,-0.5571906304649392,0.367671777146371,-0.030886792885319904,-0.06896839142433078,-0.43958393690848707,-0.8029760831926686,-0.9474944040291396,0.5180630208001789,0.7809771224169005,1
0.4202387532557818,1.0088482098658869,2.585980267268348,3.202287288258696,-0.6658325182139284,-0.6612429519622798,-0.9760799808470466,1.467001558053349,-0.036631564960904334,-0.5409753495893627,-0.22082968524549726,-0.7759286075583207,-0.8023486637862571,1.4692175231403837,0.2860999824515137,-1.0234806374669645,-1.8109614065354103,-1.2973015538691866,0.051769512010358155,0.8863458904253297,-0.9443701886405491,-0.6269386789614739,-0.8506002854805693,0.0606542491818923,-1
-0.6703861117711122,1.428758659991196,-2.2289533354309237,1.1612494960737734,-0.1713056738552188,-0.2320405082923045,0.3347463210444284,-1.1583498843731797,0.09572510946604454,1.1213285388557124,0.2561604871299482,-0.05085975083823363,0.392686203286711,0.3001604226426008,0.1627933585374747,-1.0215481926470318,0.11179772537556003,1.2349682817782004,0.45413666928443824,0.7434958354368458,-0.17338406089857022,0.5306663794605623,0.9247979368225155,-0.75355802977509,1
2.1974250494896137,1.64434309276674,0.1889825771191835,-1.728750763060964,-0.3796090477097408,0.4523415930711126,-1.307111330342689,0.5695408175230933,1.3316761809530815,-0.032463670798392706,0.7249271778855815,-0.4486649691838095,-0.09209965244409683,-0.6710272390492507,1.2046830352207312,0.20139884765048893,-0.2605944492236506,1.4567587994632893,-0.3371201990888562,-0.1974868779392509,0.1993078356606589,1.0655890270017814,0.40364663686128394,0.40185984936168684,1
-4.855745418580051,6.251188370897392,0.4066118806096692,-1.0922317161489605,-0.5257104137475941,-0.7935036076883827,0.37060202701633727,-0.7029131327061465,3.2089635798401868,-0.023619122139892763,-0.01987988050184741,1.193580023209971,1.2622510829016733,-1.3892906248550398,-0.6309627593619953,-2.548601642179822,0.3144046808928936,0.754315169724638,0.6334377843528979,-0.033447053982979556,0.625216013430473,-0.09236780139545775,0.46584214923626066,-0.6540039395678108,0
