vp(m/s),vs(m/s),ro(g/cc)
4210.46,2341.36,2.66
4254.35,2341.36,2.66
4267.99,2341.36,2.66
4309.26,2366.29,2.66
4317.81,2366.52,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4317.81,2367.97,2.66
4309.26,2366.52,2.66
4267.99,2366.29,2.65
4254.35,2363.33,2.65
4254.35,2363.33,2.65
4254.35,2363.33,2.65
4254.35,2363.33,2.65
4254.35,2363.33,2.65
4254.35,2366.29,2.65
4254.35,2367.97,2.66
4254.35,2407.54,2.65
4198.21,2366.29,2.65
4181.60,2363.33,2.64
4169.20,2311.56,2.62
4055.44,2283.58,2.62
4053.74,2230.54,2.62
4006.08,2216.89,2.62
3965.83,2201.91,2.62
3956.06,2178.37,2.62
3900.66,2148.29,2.61
3882.49,2130.50,2.61
3865.31,2119.82,2.61
3864.54,2119.54,2.60
3864.54,2119.54,2.60
3864.54,2119.54,2.60
3864.54,2119.54,2.60
3844.80,2119.54,2.60
3830.01,2119.54,2.61
3823.47,2108.77,2.61
3798.37,2097.61,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3798.37,2087.69,2.61
3823.47,2087.69,2.61
3859.86,2097.61,2.61
3864.54,2119.82,2.61
3895.50,2130.50,2.61
3900.66,2133.09,2.62
3930.03,2136.93,2.62
3934.49,2138.96,2.62
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.61
3934.49,2138.96,2.62
3961.50,2151.98,2.62
4062.35,2194.80,2.62
4067.34,2254.63,2.62
4112.83,2258.98,2.62
4174.31,2296.85,2.62
4226.81,2323.68,2.62
4229.03,2341.33,2.62
4235.32,2341.77,2.62
4292.56,2358.32,2.62
4311.33,2398.61,2.62
4331.39,2410.43,2.62
4331.39,2462.47,2.62
4331.39,2462.47,2.62
4331.39,2462.47,2.62
4331.39,2462.47,2.62
4331.39,2462.47,2.62
4331.39,2462.47,2.61
4331.39,2462.47,2.61
4331.39,2462.47,2.62
4331.39,2462.47,2.62
4331.39,2462.47,2.62
4331.39,2462.47,2.62
4331.39,2462.47,2.62
4331.39,2462.47,2.62
4378.15,2462.47,2.62
4397.67,2462.47,2.62
4397.67,2462.47,2.62
4397.67,2462.47,2.63
4397.67,2447.73,2.63
4392.22,2441.82,2.62
4378.15,2414.38,2.62
4291.48,2398.61,2.62
4258.75,2366.00,2.62
4258.75,2366.00,2.62
4258.75,2366.00,2.62
4258.75,2366.00,2.62
4291.48,2375.37,2.62
4291.48,2375.37,2.62
4291.48,2375.37,2.62
4291.48,2375.37,2.62
4297.94,2405.80,2.62
4345.93,2414.38,2.62
4392.22,2418.15,2.63
4392.22,2418.15,2.63
4345.93,2414.38,2.63
4297.94,2405.80,2.62
4296.49,2375.37,2.62
4291.48,2373.45,2.62
4281.98,2366.00,2.61
4258.75,2363.64,2.61
4255.08,2357.41,2.61
4244.98,2353.63,2.61
4229.25,2349.17,2.61
4227.10,2334.37,2.61
4221.58,2299.15,2.61
4214.93,2268.08,2.61
4206.30,2262.71,2.61
4206.30,2259.21,2.62
4206.30,2259.21,2.62
4206.30,2259.21,2.63
4206.30,2259.21,2.63
4206.30,2259.21,2.64
4206.30,2259.21,2.64
4221.58,2259.21,2.64
4227.10,2262.71,2.64
4227.10,2263.61,2.64
4227.10,2263.61,2.64
4227.10,2263.61,2.65
4227.10,2263.61,2.65
4221.58,2263.61,2.65
4203.94,2263.61,2.64
4202.73,2263.61,2.64
4188.70,2245.51,2.64
4154.43,2236.31,2.64
4125.09,2221.19,2.64
4125.09,2221.02,2.64
4125.09,2203.18,2.64
4125.09,2203.18,2.64
4125.09,2203.18,2.64
4154.43,2203.18,2.64
4154.91,2221.02,2.64
4164.85,2221.19,2.64
4177.95,2228.37,2.64
4188.70,2245.51,2.64
4188.70,2245.51,2.63
4188.70,2245.51,2.62
4188.70,2245.51,2.62
4188.70,2245.51,2.62
4188.70,2245.51,2.62
4188.70,2245.51,2.62
4177.95,2245.51,2.62
4164.85,2245.51,2.62
4154.91,2245.51,2.62
4154.43,2245.51,2.61
4148.60,2245.51,2.60
4148.60,2263.61,2.60
4154.43,2308.48,2.60
4154.91,2328.15,2.60
4164.85,2337.46,2.60
4173.27,2370.71,2.60
4173.27,2400.21,2.60
4173.27,2405.98,2.60
4173.27,2420.69,2.60
4173.27,2420.69,2.60
4177.95,2420.69,2.59
4188.70,2420.69,2.59
4195.04,2420.69,2.59
4204.61,2423.15,2.59
4204.61,2428.61,2.58
4204.61,2431.34,2.58
4204.61,2431.34,2.58
4204.61,2431.34,2.58
4204.61,2431.34,2.58
4204.61,2431.34,2.58
4204.61,2436.20,2.58
4204.61,2436.21,2.58
4210.94,2436.21,2.58
4210.94,2436.21,2.57
4213.20,2436.21,2.57
4217.48,2447.81,2.57
4230.49,2452.50,2.57
4231.87,2462.57,2.57
4261.69,2469.75,2.57
4267.94,2474.14,2.57
4296.91,2491.36,2.57
4322.26,2492.60,2.57
4339.10,2502.47,2.57
4343.86,2503.12,2.57
4367.24,2508.10,2.57
4384.04,2508.32,2.57
4439.64,2510.57,2.57
4384.04,2510.94,2.57
4367.24,2510.94,2.57
4366.17,2508.32,2.57
4339.10,2508.10,2.58
4322.26,2503.12,2.58
4296.91,2502.47,2.59
4267.94,2492.60,2.59
4261.69,2491.36,2.59
4231.87,2474.14,2.59
4231.87,2469.75,2.59
4231.87,2462.57,2.59
4231.87,2462.57,2.59
4231.87,2462.57,2.59
4231.87,2462.57,2.59
4231.87,2462.57,2.59
4231.87,2462.57,2.59
4231.87,2447.81,2.59
4231.87,2436.20,2.59
4231.87,2431.34,2.59
4231.87,2427.00,2.59
4231.87,2402.99,2.60
4231.87,2399.65,2.60
4231.87,2397.41,2.60
4231.87,2393.72,2.60
4231.87,2393.72,2.60
4194.45,2393.72,2.60
4185.76,2374.41,2.60
4185.76,2290.98,2.60
4154.74,2249.19,2.60
4146.13,2241.25,2.60
4134.85,2233.40,2.60
4119.98,2216.24,2.60
4076.04,2199.35,2.60
4060.11,2186.79,2.60
4056.65,2175.99,2.60
4044.77,2156.11,2.60
4028.72,2155.56,2.61
4026.41,2155.56,2.61
4026.41,2155.56,2.61
4026.41,2155.56,2.60
4026.41,2155.56,2.60
4026.41,2155.56,2.60
4026.41,2155.56,2.60
4026.41,2155.56,2.60
4026.41,2155.56,2.60
4026.41,2155.56,2.60
4026.41,2155.56,2.59
4026.41,2155.56,2.59
4026.41,2155.56,2.59
4026.41,2155.56,2.59
4026.41,2155.56,2.59
4026.41,2155.56,2.57
4026.41,2155.56,2.57
4026.41,2155.56,2.57
4028.72,2155.56,2.57
4053.79,2156.11,2.57
4056.65,2159.59,2.57
4060.11,2172.94,2.57
4076.04,2186.79,2.57
4102.24,2187.79,2.57
4119.98,2199.35,2.57
4134.85,2216.24,2.57
4146.13,2220.41,2.57
4154.74,2233.40,2.56
4174.75,2241.25,2.56
4190.72,2249.19,2.56
4278.47,2276.34,2.56
4306.75,2342.30,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2366.93,2.56
4306.75,2368.49,2.56
4307.42,2379.04,2.56
4307.42,2381.53,2.57
4307.42,2381.53,2.57
4307.42,2381.53,2.56
4307.42,2381.53,2.56
4307.42,2381.53,2.56
4307.42,2381.53,2.56
4307.42,2381.53,2.56
4325.12,2381.53,2.56
4350.08,2381.53,2.56
4350.08,2381.53,2.56
4327.65,2381.53,2.56
4325.12,2381.53,2.56
4307.42,2381.53,2.56
4306.75,2368.49,2.54
4290.23,2357.00,2.54
4285.56,2340.52,2.54
4261.13,2333.87,2.56
4258.63,2333.48,2.56
4245.44,2324.28,2.56
4242.79,2320.70,2.57
4232.00,2284.62,2.57
4232.00,2284.62,2.57
4232.00,2284.62,2.57
4232.00,2284.62,2.57
4232.00,2284.62,2.56
4232.00,2284.62,2.56
4232.00,2284.62,2.56
4232.00,2284.62,2.57
4232.00,2284.62,2.58
4230.53,2283.08,2.58
4228.88,2283.01,2.58
4225.15,2282.81,2.58
4223.41,2280.51,2.58
4223.41,2280.51,2.58
4223.41,2280.51,2.59
4223.41,2280.51,2.59
4223.41,2280.51,2.59
4225.15,2280.51,2.59
4228.88,2282.81,2.60
4232.00,2283.01,2.60
4242.79,2283.08,2.60
4245.44,2284.62,2.60
4258.63,2320.70,2.60
4261.13,2324.28,2.60
4281.67,2333.48,2.60
4285.56,2333.87,2.60
4290.23,2336.23,2.60
4290.23,2336.23,2.60
4290.23,2336.23,2.60
4285.56,2333.87,2.60
4281.67,2333.48,2.59
4252.30,2325.06,2.59
4252.30,2320.70,2.59
4252.30,2320.70,2.59
4252.30,2320.70,2.59
4252.30,2320.70,2.59
4280.49,2320.70,2.60
4281.67,2320.70,2.60
4281.67,2320.70,2.60
4281.67,2313.75,2.60
4280.49,2313.75,2.59
4281.67,2313.75,2.59
4295.30,2318.79,2.59
4303.60,2325.06,2.59
4304.04,2329.14,2.60
4304.24,2336.23,2.60
4339.01,2363.86,2.60
4389.33,2373.69,2.60
4434.27,2418.90,2.60
4501.33,2471.90,2.60
4507.51,2501.73,2.60
4549.10,2503.34,2.60
4563.96,2523.49,2.60
4656.50,2530.52,2.60
4656.50,2530.52,2.61
4656.50,2530.52,2.61
4656.50,2530.52,2.61
4615.89,2530.52,2.61
4615.89,2530.52,2.61
4615.89,2530.52,2.61
4649.45,2530.52,2.61
4656.50,2530.52,2.61
4658.79,2530.52,2.62
4682.44,2530.52,2.62
4682.44,2530.52,2.62
4682.44,2503.34,2.62
4658.79,2502.17,2.62
4649.45,2477.50,2.62
4615.89,2470.88,2.62
4563.96,2464.21,2.62
4543.45,2458.23,2.61
4534.50,2445.84,2.61
4523.31,2418.90,2.62
4501.33,2404.23,2.62
4501.33,2404.23,2.62
4501.33,2404.23,2.64
4501.33,2404.23,2.64
4523.31,2404.23,2.64
4534.50,2418.90,2.64
4543.45,2445.84,2.65
4563.96,2458.23,2.65
4563.96,2464.21,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4563.96,2470.88,2.65
4543.45,2470.88,2.65
4543.45,2470.88,2.65
4543.45,2470.88,2.64
4543.45,2470.88,2.64
4543.45,2470.88,2.64
4543.45,2470.88,2.64
4543.45,2470.88,2.64
4534.50,2464.21,2.64
4523.31,2458.23,2.64
4501.85,2445.84,2.64
4438.99,2411.23,2.64
4430.62,2404.23,2.63
4332.67,2338.89,2.62
4229.34,2297.45,2.62
4210.37,2292.95,2.61
4210.04,2287.04,2.60
4111.24,2279.05,2.60
4111.24,2279.05,2.60
4111.24,2279.05,2.60
4111.24,2279.05,2.60
4111.24,2279.05,2.60
4111.24,2241.89,2.61
4111.24,2241.89,2.62
4179.16,2241.89,2.62
4179.16,2241.89,2.62
4179.16,2241.89,2.62
4179.16,2241.89,2.62
4179.16,2241.89,2.62
4186.14,2252.04,2.62
4186.14,2252.04,2.60
4186.14,2252.04,2.60
4186.14,2252.04,2.60
4186.14,2241.89,2.60
4179.16,2232.00,2.60
4163.03,2223.90,2.60
4149.06,2216.41,2.60
4134.98,2216.41,2.60
4134.98,2216.41,2.60
4134.98,2216.41,2.60
4134.98,2216.41,2.60
4149.06,2216.41,2.60
4163.03,2223.90,2.60
4179.16,2232.00,2.60
4186.14,2241.89,2.60
4189.40,2252.04,2.62
4210.37,2265.48,2.62
4210.83,2275.63,2.62
4253.09,2279.05,2.62
4258.10,2286.61,2.62
4258.10,2287.63,2.62
4258.10,2287.63,2.62
4258.10,2287.63,2.62
4253.09,2286.61,2.62
4224.25,2275.63,2.62
4210.83,2265.48,2.61
4210.37,2252.04,2.61
4189.40,2241.89,2.60
4186.14,2232.00,2.60
4179.16,2223.90,2.60
4163.03,2216.41,2.60
4163.03,2216.41,2.61
4179.16,2223.90,2.61
4186.14,2241.89,2.62
4189.40,2252.04,2.62
4210.83,2265.48,2.62
4224.25,2275.63,2.62
4253.09,2286.61,2.63
4258.10,2287.63,2.63
4258.10,2287.63,2.63
4258.10,2287.63,2.63
4258.10,2287.63,2.63
4283.70,2296.28,2.63
4296.44,2301.68,2.63
4341.17,2334.46,2.63
4390.55,2377.12,2.63
4396.56,2416.11,2.64
4396.79,2427.94,2.64
4430.79,2442.95,2.64
4440.84,2443.57,2.64
4440.99,2449.84,2.64
4489.48,2461.17,2.64
4512.86,2464.88,2.64
4586.98,2476.58,2.65
4586.98,2495.80,2.65
4586.98,2495.80,2.65
4586.98,2495.80,2.65
4586.98,2495.80,2.65
4586.98,2495.80,2.65
4586.98,2495.80,2.65
4586.98,2495.80,2.64
4569.94,2495.80,2.64
4531.93,2495.80,2.63
4531.93,2495.80,2.63
4531.93,2495.80,2.63
4531.93,2495.80,2.63
4569.94,2515.45,2.63
4586.98,2520.64,2.63
4597.37,2547.73,2.63
4605.43,2571.38,2.64
4616.58,2577.54,2.64
4648.54,2582.09,2.64
4723.65,2608.52,2.64
4732.00,2647.64,2.64
4785.72,2665.07,2.65
4796.31,2685.09,2.65
4871.48,2695.95,2.65
4871.48,2703.63,2.65
4871.48,2703.63,2.66
4871.48,2703.63,2.66
4871.48,2703.63,2.66
4871.48,2703.63,2.66
4871.48,2703.63,2.65
4871.48,2703.63,2.65
4871.48,2703.63,2.65
4814.28,2703.63,2.65
4796.31,2685.09,2.65
4785.72,2665.07,2.64
4723.65,2647.64,2.64
4648.54,2608.52,2.64
4616.58,2595.10,2.64
4605.43,2582.09,2.64
4597.37,2577.54,2.64
4586.98,2547.73,2.64
4569.94,2520.64,2.63
4531.93,2515.45,2.63
4499.54,2495.80,2.63
4474.81,2476.65,2.63
4444.99,2465.02,2.63
4388.31,2450.89,2.63
4309.21,2430.76,2.61
4288.95,2420.09,2.60
4240.85,2410.03,2.59
4235.66,2408.83,2.59
4179.67,2397.36,2.59
4179.67,2388.40,2.58
4179.67,2388.40,2.57
4179.67,2388.40,2.57
4179.67,2388.40,2.57
4179.67,2388.40,2.57
4179.67,2388.40,2.59
4179.67,2388.40,2.59
4179.67,2379.91,2.60
4054.22,2309.32,2.60
3957.80,2234.23,2.59
3929.36,2170.28,2.59
3907.21,2146.63,2.57
3904.23,2132.34,2.53
3901.18,2132.28,2.53
3872.27,2127.30,2.53
3865.30,2126.09,2.53
3851.52,2121.38,2.53
3839.02,2103.44,2.52
3828.49,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.51
3796.54,2098.14,2.53
3796.54,2098.14,2.53
3724.14,2085.80,2.53
3724.14,2067.10,2.53
3724.14,2031.42,2.53
3724.14,2031.42,2.53
3724.14,2031.42,2.53
3724.14,2031.42,2.53
3724.14,2067.10,2.53
3796.54,2100.55,2.53
3828.49,2136.71,2.55
3901.18,2170.28,2.57
3905.53,2187.25,2.58
4029.44,2196.38,2.59
4058.37,2208.61,2.59
4058.37,2217.69,2.59
4058.37,2217.69,2.61
4058.37,2217.69,2.61
4058.37,2217.69,2.61
4029.44,2208.61,2.61
3905.53,2196.38,2.61
3901.18,2187.25,2.61
3898.37,2185.88,2.61
3898.37,2185.88,2.61
3898.37,2185.88,2.61
3898.37,2185.88,2.61
3898.37,2185.88,2.61
3898.37,2187.25,2.61
3905.53,2195.12,2.61
3927.29,2196.38,2.61
3927.29,2208.61,2.61
3927.29,2208.61,2.61
3927.29,2208.61,2.61
3927.29,2208.61,2.61
3927.29,2208.61,2.59
3927.29,2208.61,2.59
3927.29,2208.61,2.59
3927.29,2208.61,2.59
3927.29,2208.61,2.59
3927.29,2196.38,2.59
3898.37,2195.12,2.59
3898.37,2187.25,2.59
3898.37,2187.25,2.59
3898.37,2187.25,2.58
3898.37,2187.25,2.58
3898.37,2195.12,2.58
3898.37,2185.88,2.57
3846.93,2153.93,2.55
3770.66,2143.40,2.55
3756.70,2129.90,2.55
3756.70,2100.55,2.55
3756.70,2100.55,2.55
3756.70,2100.55,2.55
3770.66,2129.90,2.55
3783.92,2143.40,2.58
3846.93,2153.93,2.58
3846.93,2153.93,2.58
3846.93,2153.93,2.58
3846.93,2153.93,2.58
3846.93,2153.93,2.58
3783.92,2143.40,2.55
3770.66,2129.90,2.55
3756.70,2084.12,2.54
3724.93,2077.10,2.51
3724.05,2073.68,2.51
3722.59,2072.83,2.51
3721.13,2051.73,2.51
3721.13,2051.73,2.51
3721.13,2051.73,2.51
3722.59,2051.73,2.51
3724.05,2072.83,2.51
3756.70,2073.68,2.51
3783.92,2084.12,2.51
3783.92,2084.12,2.51
3783.92,2084.12,2.51
3783.92,2073.68,2.49
3756.70,2051.73,2.46
3722.59,2046.27,2.46
3721.13,2043.95,2.45
3688.70,2027.82,2.38
3667.99,2022.14,2.38
3627.99,1977.48,2.45
3627.99,1977.48,2.45
3627.99,1977.48,2.46
3667.99,1977.48,2.46
3688.70,2022.14,2.50
3704.48,2027.82,2.51
3722.59,2043.44,2.51
3756.70,2043.95,2.52
3783.17,2043.95,2.52
3783.17,2043.95,2.52
3783.92,2043.95,2.52
3783.92,2043.95,2.52
3783.92,2043.95,2.52
3783.92,2043.95,2.52
3783.92,2043.95,2.52
3783.92,2043.95,2.52
3783.92,2043.95,2.52
3795.95,2046.27,2.53
3799.05,2047.11,2.54
3823.41,2073.68,2.56
3827.21,2073.68,2.56
3827.21,2073.68,2.56
3827.21,2073.68,2.56
3827.21,2073.68,2.56
3827.21,2073.68,2.56
3827.21,2073.68,2.56
3844.55,2077.76,2.57
3851.63,2082.32,2.58
3895.76,2092.23,2.60
3999.63,2095.92,2.62
4074.99,2135.98,2.62
4130.13,2160.38,2.62
4151.63,2185.05,2.62
4156.30,2211.82,2.62
4156.30,2211.82,2.62
4156.30,2211.82,2.62
4156.30,2211.82,2.62
4156.30,2211.82,2.62
4151.63,2185.05,2.62
4130.13,2160.38,2.60
4074.99,2135.98,2.58
3999.63,2092.23,2.57
3895.76,2082.32,2.56
3851.63,2077.76,2.56
3844.55,2047.11,2.56
3827.21,2047.11,2.56
3827.21,2047.11,2.56
3827.21,2047.11,2.56
3827.21,2047.11,2.56
3827.21,2047.11,2.56
3827.21,2047.11,2.56
3827.21,2073.62,2.56
3844.55,2077.76,2.56
3851.63,2082.32,2.56
3895.76,2092.23,2.55
3906.26,2109.26,2.53
3999.63,2109.26,2.52
4030.40,2109.26,2.52
4062.78,2109.26,2.52
4071.73,2109.26,2.52
4074.99,2109.26,2.52
4082.78,2109.26,2.52
4097.02,2117.34,2.52
4103.80,2117.34,2.52
4117.72,2117.34,2.52
4117.72,2117.34,2.52
4117.72,2117.34,2.52
4117.72,2117.34,2.52
4117.72,2117.34,2.52
4117.72,2117.34,2.52
4117.72,2117.34,2.52
4117.72,2117.34,2.52
4117.72,2117.34,2.52
4117.72,2117.34,2.52
4103.80,2117.34,2.52
4097.02,2117.34,2.52
4092.43,2117.34,2.52
4092.43,2117.34,2.52
4092.43,2117.34,2.52
4088.97,2117.34,2.51
4082.78,2117.34,2.50
4071.73,2117.34,2.50
4069.38,2109.26,2.49
4062.78,2090.55,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.49
4059.88,2073.62,2.50
4059.88,2073.62,2.50
4059.88,2073.62,2.51
4059.88,2073.62,2.51
4059.88,2073.62,2.51
4059.88,2073.62,2.51
4059.88,2023.79,2.51
4059.88,1990.56,2.50
4059.88,1976.27,2.50
3965.41,1973.15,2.50
3582.21,1969.01,2.50
3567.86,1863.35,2.50
3552.03,1851.12,2.51
3552.03,1851.12,2.51
3552.03,1851.12,2.52
3552.03,1851.12,2.53
3552.03,1851.12,2.53
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.55
3552.03,1851.12,2.53
3552.03,1851.12,2.52
3552.03,1851.12,2.51
3552.03,1851.12,2.51
3552.03,1851.12,2.51
3567.86,1851.12,2.51
3582.21,1863.35,2.51
3832.52,1982.91,2.51
4060.92,2142.44,2.51
4267.35,2263.63,2.52
4268.80,2378.21,2.53
4273.78,2410.65,2.53
4276.15,2410.65,2.53
4276.15,2410.65,2.53
4276.15,2410.65,2.53
4276.15,2410.65,2.53
4276.15,2410.65,2.53
4276.15,2410.65,2.53
4276.15,2410.65,2.53
4276.15,2410.65,2.53
4276.91,2410.65,2.53
4283.26,2413.18,2.53
4287.11,2418.01,2.53
4292.03,2426.80,2.53
4307.49,2430.34,2.53
4318.37,2452.63,2.54
4336.39,2477.88,2.55
4337.36,2483.00,2.55
4362.71,2483.00,2.55
4414.49,2483.00,2.55
4414.49,2483.00,2.55
4414.49,2484.31,2.55
4414.49,2487.21,2.55
4414.49,2487.21,2.54
4414.49,2487.21,2.53
4414.49,2487.21,2.53
4362.71,2487.21,2.53
4337.36,2487.21,2.52
4336.39,2484.31,2.52
4307.49,2483.00,2.52
4292.03,2481.59,2.51
4287.11,2480.28,2.51
4283.26,2474.86,2.51
4276.91,2473.04,2.51
4276.15,2465.12,2.50
4273.78,2465.12,2.50
4268.80,2465.12,2.50
4267.35,2465.12,2.50
4263.06,2465.12,2.50
4259.63,2465.12,2.50
4258.54,2465.12,2.50
4254.27,2465.12,2.50
4250.49,2465.12,2.49
4246.36,2465.12,2.49
4241.72,2461.61,2.49
4240.95,2461.61,2.49
4237.68,2461.61,2.49
4237.68,2461.61,2.49
4237.68,2465.12,2.49
4237.68,2466.70,2.49
4237.68,2473.04,2.49
4237.68,2474.86,2.49
4237.68,2477.20,2.49
4237.68,2480.28,2.49
4237.68,2481.59,2.50
4238.23,2483.53,2.50
4238.23,2484.31,2.50
4238.23,2487.21,2.50
4238.23,2487.21,2.50
4246.36,2487.21,2.50
4246.36,2487.21,2.50
4246.36,2492.61,2.50
4246.36,2494.82,2.50
4246.36,2496.67,2.50
4246.36,2496.67,2.50
4246.36,2496.67,2.50
4246.36,2496.67,2.50
4246.36,2496.67,2.50
4246.36,2503.06,2.50
4246.36,2505.63,2.50
4246.36,2508.09,2.50
4246.36,2512.30,2.50
4250.49,2514.82,2.51
4301.19,2519.47,2.53
4303.82,2524.08,2.54
4308.22,2524.08,2.54
4311.34,2524.08,2.55
4328.81,2524.08,2.55
4354.88,2524.08,2.56
4359.14,2524.08,2.57
4378.78,2524.08,2.58
4386.75,2524.08,2.58
4386.75,2524.08,2.58
4386.75,2524.08,2.58
4386.75,2524.08,2.58
4386.75,2524.08,2.58
4386.75,2524.08,2.58
4386.75,2519.47,2.58
4386.75,2514.82,2.58
4386.75,2512.30,2.58
4386.75,2508.09,2.58
4386.75,2505.63,2.58
4386.75,2505.63,2.58
4386.75,2505.63,2.58
4386.75,2505.63,2.58
4386.75,2505.63,2.58
4386.75,2505.63,2.58
4386.75,2496.10,2.58
4386.75,2487.00,2.58
4386.75,2485.21,2.58
4386.75,2482.99,2.58
4359.14,2481.30,2.58
4354.88,2473.43,2.58
4342.01,2467.68,2.58
4328.81,2425.25,2.58
4311.34,2420.66,2.58
4303.82,2399.98,2.58
4301.19,2395.51,2.57
4301.19,2392.17,2.55
4253.91,2380.99,2.55
4211.44,2378.24,2.55
4134.31,2374.02,2.54
4000.73,2373.84,2.54
3789.17,2258.33,2.54
3711.68,2109.20,2.54
3687.21,1929.75,2.54
3664.53,1919.82,2.54
3619.18,1916.48,2.54
3617.68,1916.48,2.53
3605.32,1904.97,2.52
3591.92,1903.18,2.52
3588.95,1893.64,2.52
3537.83,1890.42,2.52
3535.47,1888.77,2.50
3519.17,1861.11,2.46
3502.42,1856.11,2.44
3471.95,1856.11,2.44
3466.43,1856.11,2.43
3457.85,1856.11,2.43
3451.41,1856.11,2.43
3424.85,1856.11,2.42
3353.42,1856.11,2.41
3341.64,1841.96,2.41
3338.04,1836.57,2.40
3335.84,1835.88,2.37
3280.80,1834.72,2.35
3245.08,1788.93,2.35
3205.86,1745.58,2.33
3185.20,1685.90,2.33
3119.88,1679.22,2.32
3089.67,1636.96,2.32
3114.60,1615.16,2.31
3119.88,1636.96,2.27
3185.20,1679.22,2.29
3205.86,1685.90,2.31
3245.08,1745.58,2.32
3280.80,1834.72,2.32
3335.84,1835.88,2.32
3338.04,1836.57,2.32
3341.64,1841.96,2.32
3353.42,1856.11,2.33
3424.85,1861.11,2.33
3451.41,1883.99,2.35
3457.85,1888.77,2.35
3466.43,1890.42,2.35
3471.95,1893.64,2.35
3502.42,1903.18,2.35
3502.42,1904.97,2.35
3502.42,1916.48,2.35
3502.42,1916.48,2.37
3502.42,1916.48,2.39
3502.42,1919.29,2.41
3519.17,1960.48,2.43
3535.47,1989.74,2.43
3588.95,1994.74,2.43
3605.32,1998.89,2.43
3617.68,2012.91,2.43
3656.38,2068.89,2.43
3656.59,2068.98,2.43
3698.61,2075.70,2.43
3698.61,2075.70,2.43
3698.61,2075.70,2.43
3698.61,2075.70,2.45
3698.61,2075.70,2.46
3698.61,2075.70,2.46
3698.61,2075.70,2.46
3698.61,2075.70,2.46
3698.61,2075.70,2.46
3698.61,2075.70,2.46
3698.61,2068.98,2.45
3698.61,2068.89,2.43
3698.61,2068.89,2.43
3698.61,2068.89,2.43
3698.61,2068.89,2.45
3698.61,2068.89,2.45
3698.61,2068.89,2.45
3698.61,2068.89,2.45
3698.61,2068.89,2.45
3698.61,2068.89,2.45
3698.61,2068.89,2.45
3698.61,2068.89,2.45
3698.61,2068.89,2.46
3698.61,2068.89,2.46
3670.83,2068.89,2.47
3656.59,2068.89,2.47
3656.38,2035.57,2.46
3588.15,1981.98,2.46
3559.27,1935.97,2.45
3522.96,1873.19,2.45
3522.96,1873.19,2.45
3522.96,1873.19,2.45
3522.96,1873.19,2.45
3522.96,1873.19,2.45
3522.96,1873.19,2.46
3522.96,1873.19,2.46
3522.96,1873.19,2.46
