vp(m/s),vs(m/s),ro(g/cc)
4365.35,2394.93,2.61
4371.31,2398.30,2.60
4403.43,2401.10,2.60
4427.08,2410.58,2.60
4439.87,2430.83,2.60
4464.92,2448.10,2.60
4464.92,2481.08,2.60
4464.92,2481.08,2.60
4464.92,2481.08,2.59
4464.92,2481.08,2.59
4464.92,2481.08,2.59
4464.92,2481.08,2.59
4464.92,2481.08,2.59
4464.92,2481.08,2.59
4464.92,2481.08,2.59
4464.92,2481.08,2.59
4464.92,2481.08,2.59
4464.92,2481.08,2.59
4464.92,2481.08,2.60
4464.92,2481.08,2.60
4464.92,2481.08,2.60
4464.92,2481.08,2.60
4464.92,2481.08,2.61
4464.92,2481.08,2.61
4464.92,2481.08,2.61
4464.92,2481.08,2.61
4464.92,2470.86,2.61
4464.92,2470.86,2.61
4464.92,2470.86,2.61
4464.92,2470.86,2.61
4464.92,2470.86,2.61
4455.57,2470.86,2.60
4427.08,2462.75,2.60
4426.80,2448.10,2.60
4426.80,2430.83,2.60
4426.80,2430.83,2.60
4426.80,2430.83,2.60
4426.80,2399.35,2.60
4403.43,2398.30,2.60
4381.17,2394.43,2.60
4371.31,2390.55,2.60
4365.35,2383.82,2.60
4283.25,2375.87,2.60
4240.01,2292.47,2.60
4102.73,2249.27,2.59
4102.73,2241.36,2.59
4102.73,2241.36,2.59
4102.73,2241.36,2.59
4102.73,2241.36,2.58
4102.73,2241.36,2.58
4102.73,2241.36,2.58
4102.73,2241.36,2.58
4102.73,2241.36,2.58
4102.73,2241.36,2.58
4102.73,2241.36,2.56
4102.73,2241.36,2.56
4102.73,2241.36,2.55
4102.73,2241.36,2.55
4102.73,2241.36,2.55
4102.73,2241.36,2.54
4221.13,2249.27,2.52
4235.18,2292.47,2.52
4235.18,2360.43,2.52
4235.18,2361.19,2.54
4235.18,2361.19,2.54
4235.18,2361.19,2.54
4240.01,2361.19,2.54
4243.53,2366.51,2.54
4245.22,2367.26,2.54
4254.84,2375.87,2.54
4271.22,2383.31,2.54
4277.83,2385.86,2.54
4277.83,2385.86,2.54
4277.83,2385.86,2.54
4277.83,2385.86,2.54
4277.83,2385.86,2.54
4277.83,2385.86,2.53
4279.46,2387.47,2.52
4298.68,2390.42,2.52
4312.18,2390.55,2.53
4312.18,2394.30,2.54
4312.18,2395.37,2.54
4312.18,2395.37,2.54
4312.18,2395.37,2.54
4312.18,2395.37,2.54
4298.68,2395.37,2.54
4298.68,2395.37,2.54
4298.68,2395.37,2.54
4298.68,2411.15,2.54
4312.18,2417.14,2.54
4316.17,2422.90,2.54
4329.07,2424.97,2.54
4342.32,2444.12,2.54
4344.50,2446.62,2.54
4356.16,2453.08,2.54
4373.06,2465.31,2.54
4390.28,2504.44,2.54
4390.28,2504.44,2.54
4356.16,2504.44,2.54
4344.50,2504.44,2.56
4342.32,2504.44,2.56
4342.32,2504.44,2.57
4342.32,2504.44,2.57
4342.32,2504.44,2.57
4342.32,2504.44,2.58
4342.32,2504.44,2.58
4342.32,2504.44,2.59
4342.32,2504.44,2.60
4342.32,2504.44,2.61
4329.07,2504.44,2.61
4312.18,2504.44,2.61
4271.22,2492.28,2.61
4263.46,2453.08,2.61
4263.46,2446.62,2.61
4263.46,2444.12,2.61
4263.46,2444.12,2.61
4263.46,2444.12,2.61
4252.04,2444.12,2.61
4232.87,2411.15,2.61
4232.09,2378.31,2.61
4232.09,2375.38,2.61
4232.09,2370.96,2.62
4232.09,2370.96,2.62
4232.09,2370.96,2.62
4232.09,2370.96,2.62
4232.09,2370.96,2.62
4232.09,2370.96,2.62
4232.09,2370.96,2.63
4232.09,2370.96,2.63
4232.09,2370.96,2.63
4232.09,2339.15,2.63
4179.69,2336.07,2.63
4179.69,2335.62,2.63
4179.69,2335.62,2.63
4179.69,2335.62,2.63
4179.69,2290.61,2.63
4152.30,2281.40,2.63
4135.77,2260.14,2.63
4099.13,2260.14,2.63
4099.13,2260.14,2.63
4099.13,2260.14,2.63
4099.13,2260.14,2.63
4099.13,2260.14,2.63
4099.13,2260.14,2.63
4071.22,2258.15,2.63
4051.72,2215.51,2.63
4016.85,2211.28,2.63
4016.85,2198.09,2.63
4016.85,2198.09,2.63
4051.72,2198.09,2.63
4071.22,2211.28,2.63
4099.13,2215.51,2.63
4135.77,2258.15,2.63
4164.16,2258.15,2.63
4164.16,2258.15,2.63
4164.16,2258.15,2.63
4164.16,2258.15,2.63
4185.93,2273.40,2.63
4185.93,2281.40,2.63
4185.93,2281.40,2.63
4185.93,2281.40,2.63
4185.93,2281.40,2.63
4185.93,2281.40,2.63
4185.93,2281.40,2.63
4185.93,2281.40,2.63
4194.57,2281.40,2.63
4195.71,2332.26,2.63
4268.12,2339.15,2.63
4269.70,2339.15,2.63
4269.70,2339.15,2.63
4269.70,2339.15,2.63
4268.12,2339.15,2.63
4195.71,2332.26,2.63
4194.57,2322.00,2.63
4185.93,2281.40,2.63
4164.16,2273.40,2.63
4142.56,2212.60,2.63
4142.56,2212.60,2.62
4142.56,2212.60,2.62
4142.56,2212.60,2.62
4142.56,2212.60,2.62
4142.56,2212.60,2.62
4164.16,2232.60,2.62
4185.93,2273.40,2.62
4194.57,2322.00,2.62
4195.71,2332.26,2.62
4226.45,2349.39,2.62
4269.70,2350.80,2.62
4313.31,2362.42,2.63
4322.36,2369.53,2.62
4335.10,2369.53,2.62
4335.10,2369.53,2.62
4322.36,2362.42,2.61
4313.31,2350.80,2.61
4269.70,2349.39,2.61
4269.70,2349.39,2.61
4313.31,2350.80,2.61
4335.10,2362.42,2.61
4346.47,2369.53,2.61
4374.37,2369.53,2.61
4374.37,2369.53,2.61
4345.58,2369.53,2.61
4335.10,2362.42,2.61
4313.31,2350.80,2.61
4269.70,2349.39,2.61
4226.45,2332.26,2.61
4215.61,2322.00,2.61
4195.71,2306.66,2.61
4194.57,2232.60,2.61
4215.61,2232.60,2.61
4226.45,2238.78,2.61
4269.70,2306.66,2.61
4313.25,2322.00,2.61
4335.10,2349.39,2.61
4335.10,2349.39,2.61
4335.10,2349.39,2.61
4335.10,2349.39,2.61
4313.25,2322.00,2.61
4269.70,2317.59,2.61
4226.45,2306.66,2.61
4313.25,2317.59,2.61
4319.37,2337.39,2.61
4335.10,2349.39,2.61
4345.58,2381.22,2.61
4374.37,2386.75,2.61
4389.44,2386.96,2.61
4403.32,2392.20,2.61
4419.94,2421.39,2.61
4438.83,2422.40,2.61
4444.28,2429.70,2.61
4452.76,2431.68,2.61
4452.76,2431.68,2.61
4452.76,2431.68,2.61
4438.83,2431.68,2.61
4419.94,2422.40,2.61
4403.32,2421.39,2.61
4389.44,2410.58,2.61
4374.37,2392.20,2.61
4345.58,2386.96,2.61
4335.45,2386.75,2.61
4335.45,2381.22,2.61
4335.45,2369.41,2.61
4319.37,2357.94,2.61
4319.37,2357.94,2.61
4319.37,2357.94,2.61
4319.37,2357.94,2.61
4319.37,2357.94,2.61
4313.25,2338.57,2.61
4304.07,2338.03,2.61
4298.69,2337.39,2.61
4270.44,2335.30,2.61
4215.61,2318.33,2.61
4209.81,2317.59,2.60
4196.74,2317.59,2.60
4196.74,2317.59,2.60
4196.74,2317.59,2.61
4196.74,2317.59,2.61
4196.74,2317.59,2.61
4209.81,2317.59,2.61
4270.44,2317.59,2.61
4270.44,2318.33,2.61
4270.44,2318.33,2.61
4270.44,2318.33,2.61
4270.44,2318.33,2.61
4270.44,2318.33,2.61
4298.69,2335.30,2.61
4304.07,2337.39,2.61
4316.77,2338.03,2.61
4319.37,2338.57,2.61
4335.45,2357.94,2.61
4353.95,2369.28,2.61
4365.22,2369.41,2.61
4365.22,2369.41,2.61
4365.22,2369.41,2.61
4365.22,2369.41,2.61
4365.22,2369.41,2.61
4365.22,2369.41,2.61
4365.22,2369.41,2.61
4365.22,2369.41,2.61
4353.95,2369.28,2.62
4335.45,2357.94,2.62
4316.77,2338.57,2.62
4304.07,2338.03,2.62
4298.69,2335.30,2.62
4270.44,2318.33,2.62
4270.44,2311.17,2.62
4270.44,2308.66,2.61
4270.44,2284.24,2.62
4270.44,2275.88,2.62
4238.28,2241.66,2.62
4149.80,2217.65,2.62
4025.05,2142.81,2.62
3947.88,2132.86,2.62
3944.09,2104.41,2.61
3944.09,2098.02,2.61
3947.88,2098.02,2.61
4009.67,2104.41,2.62
4025.05,2142.81,2.62
4217.68,2158.87,2.62
4238.28,2241.66,2.62
4316.77,2260.70,2.62
4385.91,2275.88,2.62
4461.50,2308.66,2.64
4474.30,2369.28,2.64
4480.46,2384.74,2.64
4498.43,2401.09,2.64
4512.97,2440.15,2.65
4515.53,2450.84,2.65
4537.23,2456.64,2.65
4556.48,2464.70,2.65
4571.98,2473.30,2.65
4571.98,2478.40,2.65
4571.98,2482.71,2.65
4571.98,2482.71,2.65
4571.98,2482.71,2.65
4556.48,2482.71,2.65
4543.97,2478.40,2.65
4537.23,2473.30,2.65
4515.53,2464.70,2.65
4515.53,2456.64,2.65
4515.53,2450.84,2.65
4498.43,2419.86,2.64
4480.46,2401.09,2.64
4408.61,2384.74,2.64
4385.91,2354.69,2.64
4314.90,2290.90,2.64
4238.28,2275.88,2.64
4227.35,2260.70,2.64
4227.35,2166.73,2.64
4227.35,2166.73,2.64
4227.35,2166.73,2.63
4312.78,2246.52,2.63
4314.90,2254.60,2.63
4353.73,2260.70,2.64
4396.63,2290.90,2.64
4396.63,2290.90,2.64
4396.63,2290.90,2.64
4396.63,2290.90,2.64
4396.63,2290.90,2.64
4396.63,2290.90,2.64
4396.63,2290.90,2.63
4396.63,2290.90,2.63
4408.61,2320.43,2.64
4423.54,2354.69,2.64
4469.70,2384.61,2.64
4470.14,2384.74,2.64
4480.46,2398.29,2.65
4470.14,2411.59,2.65
4469.70,2411.59,2.65
4438.87,2402.40,2.65
4423.54,2398.29,2.64
4408.61,2384.61,2.64
4396.63,2354.69,2.64
4353.73,2320.43,2.63
4314.90,2290.90,2.63
4312.78,2256.66,2.63
4293.04,2254.60,2.63
4262.71,2246.78,2.63
4229.39,2246.52,2.63
4227.35,2209.08,2.63
4205.81,2199.12,2.63
4118.93,2190.82,2.63
4116.21,2177.45,2.62
4116.21,2177.45,2.62
4116.21,2177.45,2.62
4116.21,2177.45,2.62
4116.21,2177.45,2.62
4116.21,2177.45,2.62
4116.21,2177.45,2.62
4116.21,2177.45,2.62
4118.93,2184.68,2.62
4150.30,2190.82,2.62
4227.35,2199.12,2.62
4229.39,2209.08,2.62
4262.71,2246.52,2.62
4262.71,2246.78,2.62
4262.71,2254.60,2.62
4262.71,2256.66,2.62
4262.71,2256.99,2.62
4262.71,2272.82,2.62
4262.71,2275.39,2.62
4262.71,2292.04,2.62
4262.71,2292.04,2.62
4262.71,2292.04,2.62
4262.71,2292.04,2.61
4262.71,2292.04,2.61
4293.04,2320.43,2.61
4314.07,2352.70,2.61
4314.07,2380.48,2.62
4314.07,2382.03,2.62
4314.07,2382.03,2.62
4314.07,2382.03,2.62
4314.07,2382.03,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.62
4247.06,2395.27,2.61
4247.06,2395.27,2.61
4247.06,2395.27,2.61
4247.06,2395.27,2.61
4247.06,2395.27,2.61
4247.06,2395.27,2.61
4247.06,2395.27,2.61
4247.06,2395.27,2.61
4247.06,2395.27,2.61
4309.19,2395.27,2.60
4309.19,2395.27,2.60
4309.19,2395.33,2.60
4309.19,2395.33,2.60
4309.19,2395.33,2.60
4309.19,2395.33,2.60
4309.19,2395.27,2.60
4309.19,2386.42,2.60
4309.19,2386.42,2.61
4309.19,2386.42,2.61
4309.19,2386.42,2.61
4309.19,2386.42,2.61
4314.07,2395.27,2.62
4339.98,2395.33,2.62
4339.98,2399.79,2.62
4339.98,2399.79,2.62
4339.98,2399.79,2.62
4309.19,2395.33,2.63
4249.98,2386.42,2.63
4247.06,2383.07,2.63
4247.06,2382.03,2.63
4247.06,2371.79,2.63
4247.06,2371.79,2.64
4247.06,2371.79,2.64
4247.06,2371.79,2.64
4249.98,2371.79,2.64
4251.87,2371.79,2.64
4309.19,2371.79,2.64
4309.19,2371.79,2.65
4309.19,2371.79,2.65
4309.19,2326.63,2.64
4251.87,2326.06,2.64
4249.98,2323.01,2.64
4223.14,2313.61,2.64
4221.66,2289.70,2.63
4191.06,2269.95,2.63
4190.42,2234.08,2.63
4190.42,2223.88,2.62
4190.42,2223.88,2.63
4190.42,2223.88,2.63
4190.42,2223.88,2.64
4190.42,2223.88,2.64
4190.42,2223.88,2.64
4190.42,2223.88,2.64
4190.42,2223.88,2.64
4191.06,2223.88,2.64
4212.31,2223.88,2.64
4221.66,2223.88,2.64
4249.98,2223.88,2.64
4251.87,2223.88,2.64
4266.81,2222.70,2.64
4266.81,2201.13,2.64
4266.81,2194.22,2.64
4251.87,2159.71,2.64
4249.98,2124.30,2.64
4212.51,2124.30,2.64
4212.31,2124.30,2.63
4161.14,2124.30,2.61
4151.49,2124.30,2.60
4140.85,2124.30,2.60
4112.05,2124.30,2.60
4112.05,2124.30,2.59
4112.05,2124.30,2.58
4112.05,2112.99,2.58
4112.05,2111.79,2.57
4112.05,2109.94,2.57
4140.85,2107.03,2.56
4151.49,2101.60,2.56
4161.14,2101.60,2.55
4164.35,2101.60,2.55
4212.31,2101.60,2.55
4212.31,2101.60,2.54
4212.31,2101.60,2.54
4212.31,2101.60,2.53
4212.31,2101.60,2.53
4212.31,2101.60,2.53
4212.31,2101.60,2.53
4212.31,2101.60,2.52
4212.31,2101.60,2.52
4212.51,2101.60,2.52
4222.66,2101.60,2.51
4266.81,2107.03,2.51
4282.86,2109.94,2.51
4285.32,2111.79,2.51
4290.17,2112.99,2.51
4291.08,2137.51,2.51
4291.62,2145.83,2.51
4295.67,2182.69,2.51
4297.31,2195.34,2.51
4310.06,2195.38,2.51
4310.12,2197.28,2.51
4315.12,2219.37,2.51
4329.31,2225.76,2.51
4332.09,2234.54,2.51
4338.60,2235.50,2.51
4355.15,2239.75,2.51
4355.48,2241.82,2.51
4365.01,2246.22,2.51
4370.99,2251.87,2.51
4393.39,2257.41,2.50
4402.71,2258.21,2.50
4416.06,2260.05,2.50
4462.72,2273.41,2.50
4478.11,2301.77,2.50
4478.30,2325.46,2.50
4524.49,2351.77,2.52
4540.93,2387.18,2.52
4543.24,2387.41,2.53
4543.55,2461.30,2.53
4543.55,2461.30,2.53
4543.55,2461.30,2.53
4543.55,2461.30,2.54
4543.55,2461.30,2.56
4543.55,2461.30,2.56
4543.55,2461.30,2.56
4543.55,2461.30,2.56
4543.55,2461.30,2.58
4543.55,2461.30,2.58
4543.24,2461.30,2.58
4540.93,2461.30,2.59
4540.93,2461.30,2.59
4540.93,2461.30,2.59
4540.93,2461.30,2.59
4540.93,2461.30,2.59
4540.93,2461.30,2.60
4540.93,2461.30,2.60
4543.55,2461.30,2.61
4548.99,2485.12,2.61
4554.41,2490.02,2.61
4559.04,2490.02,2.62
4560.41,2490.02,2.62
4564.02,2490.02,2.62
4571.52,2490.02,2.62
4591.53,2505.93,2.62
4591.53,2508.10,2.62
4571.52,2508.10,2.62
4564.02,2508.10,2.62
4560.41,2508.10,2.62
4559.04,2508.10,2.62
4548.99,2505.93,2.62
4548.87,2490.02,2.62
4543.55,2485.12,2.62
4540.93,2471.06,2.62
4488.58,2420.61,2.61
4387.91,2399.45,2.61
4326.94,2382.99,2.61
4324.63,2363.63,2.61
4313.42,2341.03,2.61
4313.30,2325.16,2.61
4306.05,2270.68,2.61
4306.05,2270.68,2.61
4306.05,2270.68,2.62
4306.05,2270.68,2.62
4306.05,2270.68,2.62
4306.05,2270.68,2.63
4306.05,2270.68,2.63
4306.05,2270.68,2.63
4306.05,2270.68,2.63
4216.05,2234.76,2.63
4209.12,2234.65,2.62
4186.72,2228.67,2.62
4186.72,2220.89,2.62
4186.72,2220.89,2.61
4186.72,2220.89,2.61
4186.72,2220.89,2.61
4186.72,2220.89,2.61
4186.72,2220.89,2.61
4186.72,2220.89,2.61
4186.72,2220.89,2.61
4186.72,2220.89,2.62
4186.72,2220.89,2.62
4186.72,2220.89,2.62
4209.12,2234.65,2.63
4216.05,2234.76,2.63
4288.20,2265.02,2.63
4288.20,2270.68,2.63
4288.20,2325.16,2.63
4288.20,2325.16,2.63
4259.92,2325.16,2.63
4216.05,2265.02,2.63
4209.12,2234.76,2.63
4186.72,2234.65,2.63
4064.05,2220.89,2.62
4025.68,2180.38,2.62
4025.68,2178.62,2.63
4025.68,2178.62,2.63
4025.68,2173.50,2.63
4025.68,2158.98,2.63
4011.01,2156.01,2.62
3995.28,2136.81,2.62
3991.26,2133.66,2.61
3970.06,2101.79,2.61
3970.06,2101.79,2.62
3970.06,2101.79,2.62
3995.28,2108.09,2.62
3996.66,2133.66,2.62
4011.01,2136.81,2.63
4025.68,2156.01,2.63
4039.44,2158.98,2.63
4063.16,2160.58,2.63
4063.16,2160.58,2.63
4063.16,2160.58,2.63
4063.16,2160.58,2.63
4063.16,2160.58,2.63
4063.16,2160.58,2.63
4063.16,2160.58,2.63
4063.16,2160.58,2.63
4063.16,2160.58,2.63
4039.44,2160.58,2.63
4011.01,2158.98,2.63
3997.56,2158.98,2.63
3997.56,2158.98,2.63
3997.56,2158.98,2.63
3997.56,2158.98,2.63
3997.56,2158.98,2.63
3997.56,2158.98,2.63
3997.56,2158.98,2.63
4006.41,2158.98,2.63
4039.44,2158.98,2.63
4043.34,2158.98,2.63
4043.34,2159.36,2.63
4043.34,2160.58,2.63
4041.14,2160.58,2.63
4041.14,2160.58,2.63
4041.14,2160.58,2.63
4041.14,2160.58,2.63
4041.14,2160.58,2.63
4041.14,2160.58,2.63
4041.14,2160.58,2.63
4041.14,2160.58,2.63
4043.34,2160.58,2.63
4045.44,2173.50,2.63
4056.97,2177.65,2.64
4063.16,2189.63,2.64
4094.85,2198.38,2.64
4101.86,2206.19,2.64
4106.64,2219.00,2.64
4094.85,2222.75,2.64
4094.85,2222.75,2.64
4112.76,2225.17,2.64
4117.21,2232.26,2.64
4153.78,2262.14,2.64
4182.42,2267.46,2.64
4204.01,2277.28,2.64
4206.40,2281.50,2.64
4243.79,2288.95,2.64
4252.94,2296.15,2.64
4258.94,2312.80,2.64
4258.94,2312.80,2.64
4252.94,2312.80,2.64
4243.79,2312.80,2.64
4206.40,2312.80,2.64
4204.01,2302.62,2.64
4204.01,2299.15,2.64
4204.01,2299.15,2.64
4204.01,2299.15,2.64
4204.01,2299.15,2.64
4197.50,2277.76,2.64
4192.63,2277.28,2.65
4192.63,2277.28,2.65
4192.63,2277.28,2.65
4192.63,2277.28,2.65
4192.63,2277.28,2.65
4192.63,2277.28,2.65
4192.63,2277.28,2.65
4192.63,2277.28,2.66
4197.50,2277.76,2.66
4204.01,2299.15,2.66
4206.40,2302.62,2.66
4252.94,2312.80,2.66
4269.11,2322.31,2.67
4347.04,2322.80,2.67
4361.84,2354.10,2.67
4375.50,2366.89,2.66
4375.50,2366.89,2.65
4381.15,2370.15,2.65
4385.67,2386.07,2.66
4385.67,2386.07,2.66
4385.67,2386.07,2.66
4385.67,2386.07,2.66
4385.67,2386.07,2.66
4385.67,2386.07,2.66
4385.67,2386.07,2.66
4385.67,2386.07,2.66
4385.67,2386.07,2.66
4385.67,2393.64,2.66
4385.67,2393.64,2.66
4385.67,2393.64,2.66
4385.67,2393.64,2.66
4385.67,2393.64,2.66
4385.67,2393.64,2.66
4385.67,2393.64,2.66
4381.15,2386.07,2.66
4381.15,2370.15,2.65
4381.15,2370.15,2.65
4381.15,2370.15,2.65
4381.15,2370.15,2.65
4381.15,2370.15,2.64
4381.15,2370.15,2.64
4385.67,2386.07,2.64
4398.37,2393.64,2.64
4399.36,2394.47,2.64
4439.95,2401.01,2.64
4440.86,2426.46,2.64
4467.03,2474.28,2.64
4467.03,2474.88,2.64
4467.03,2494.82,2.63
4470.90,2526.87,2.62
4470.90,2532.06,2.61
4470.90,2537.05,2.61
4480.73,2538.48,2.61
4498.06,2544.34,2.61
4501.28,2553.33,2.59
4503.80,2553.78,2.58
4508.96,2556.20,2.58
4512.81,2559.19,2.58
4515.94,2559.55,2.58
4519.54,2565.29,2.58
4512.81,2559.55,2.58
4508.96,2559.19,2.58
4503.80,2556.20,2.58
4501.28,2555.27,2.57
4498.06,2553.78,2.57
4485.35,2553.78,2.57
4485.35,2553.78,2.56
4485.35,2553.78,2.56
4485.35,2553.78,2.56
4480.73,2553.78,2.56
4470.90,2553.78,2.56
4470.90,2544.34,2.56
4470.90,2544.34,2.56
4470.90,2544.34,2.56
4470.90,2544.34,2.56
4470.90,2544.34,2.56
4470.90,2544.34,2.56
4480.73,2553.78,2.56
4485.35,2555.27,2.56
4485.35,2555.27,2.56
4485.35,2555.27,2.56
4485.35,2555.27,2.56
4485.35,2555.27,2.56
4485.35,2555.27,2.56
4485.35,2555.27,2.56
4498.06,2555.27,2.56
4503.80,2555.27,2.56
4498.06,2553.78,2.56
4485.35,2544.34,2.56
4480.73,2538.48,2.57
4470.90,2537.05,2.58
4467.03,2532.06,2.58
4462.16,2526.87,2.58
4467.03,2515.35,2.58
4480.73,2493.73,2.59
4480.73,2493.65,2.60
4462.16,2469.40,2.60
4461.16,2454.24,2.62
4435.77,2416.60,2.62
4419.60,2400.67,2.62
4405.94,2379.94,2.62
4392.13,2373.64,2.62
4392.13,2339.55,2.62
4392.13,2339.55,2.63
4392.13,2339.55,2.63
4392.13,2339.55,2.63
4353.19,2332.97,2.63
4303.11,2328.31,2.63
4280.87,2310.05,2.63
4277.81,2309.99,2.63
4253.02,2308.40,2.63
4245.34,2296.60,2.63
4241.44,2295.96,2.64
4241.44,2295.96,2.64
4253.02,2296.60,2.64
4277.81,2308.40,2.64
4280.87,2309.99,2.65
4303.11,2310.05,2.65
4353.19,2328.31,2.65
4392.13,2332.97,2.65
4402.37,2339.55,2.65
4405.94,2373.64,2.64
4405.94,2373.64,2.64
4402.37,2346.45,2.64
4392.13,2339.55,2.64
4353.19,2332.97,2.64
4311.51,2310.05,2.64
4303.11,2309.99,2.64
4280.87,2308.40,2.64
4277.81,2296.60,2.64
4253.02,2290.69,2.64
4253.02,2285.42,2.64
4253.02,2285.42,2.64
4253.02,2281.01,2.64
4253.02,2280.19,2.63
4227.17,2277.66,2.63
4221.33,2255.83,2.63
4213.78,2244.72,2.63
4201.80,2243.30,2.63
4201.80,2237.53,2.64
4201.80,2229.86,2.64
4201.80,2204.23,2.64
4162.00,2203.07,2.63
4161.19,2191.53,2.63
4161.19,2191.53,2.63
4161.19,2191.53,2.63
4161.19,2191.53,2.63
4161.19,2191.53,2.63
4161.19,2191.53,2.63
4162.00,2204.23,2.63
4201.80,2225.81,2.63
4201.80,2225.81,2.63
4201.80,2225.81,2.63
4201.80,2225.81,2.63
4201.80,2225.81,2.63
4201.80,2225.81,2.63
4201.80,2225.81,2.62
4201.80,2225.81,2.61
4211.20,2285.42,2.61
4311.51,2332.27,2.61
4407.07,2346.45,2.61
4407.07,2430.90,2.61
4407.07,2457.57,2.60
4407.07,2462.38,2.60
4407.07,2496.05,2.60
4407.07,2496.05,2.60
4407.07,2496.05,2.59
4407.07,2496.05,2.58
4407.07,2496.05,2.57
4407.07,2496.05,2.57
4407.07,2496.05,2.57
4400.84,2495.97,2.57
4397.14,2457.57,2.57
4389.77,2457.57,2.57
4389.77,2457.57,2.57
4389.77,2457.57,2.57
4389.77,2457.57,2.57
4389.77,2457.57,2.58
4389.77,2457.57,2.58
4389.77,2457.57,2.59
4389.77,2457.57,2.59
4389.77,2457.57,2.59
4389.77,2457.57,2.60
4389.77,2457.57,2.60
4389.77,2457.57,2.60
4389.77,2457.57,2.60
4389.77,2457.57,2.60
4397.14,2457.57,2.60
4400.84,2457.57,2.60
4407.07,2457.57,2.60
4412.40,2457.57,2.60
4412.40,2457.57,2.59
4412.40,2457.57,2.59
4412.40,2457.57,2.58
4412.40,2457.57,2.57
4412.40,2457.57,2.57
4412.40,2457.57,2.56
4400.84,2438.93,2.55
4397.14,2432.73,2.55
4389.77,2367.35,2.55
4360.90,2364.81,2.55
4317.30,2312.05,2.57
4308.30,2273.12,2.57
4308.30,2273.12,2.57
4308.30,2273.12,2.59
4308.30,2273.12,2.59
4308.30,2273.12,2.60
4308.30,2273.12,2.60
4308.30,2273.12,2.60
4308.30,2273.12,2.60
4308.30,2273.12,2.60
4308.30,2273.12,2.60
4306.05,2266.15,2.60
4294.98,2258.04,2.60
4269.76,2256.55,2.60
4268.16,2245.47,2.60
4268.16,2237.57,2.60
4268.16,2228.05,2.60
4268.16,2185.84,2.61
4268.16,2185.84,2.62
4268.16,2185.84,2.62
4268.16,2185.84,2.62
4268.16,2185.84,2.62
4294.98,2185.84,2.61
4294.98,2228.05,2.61
4294.98,2228.05,2.61
4294.98,2228.05,2.60
4294.98,2228.05,2.59
4294.98,2228.05,2.59
4294.98,2228.05,2.59
4294.98,2228.05,2.58
4294.98,2228.05,2.57
4294.98,2228.05,2.57
4268.16,2185.84,2.57
4174.17,2184.12,2.56
4124.16,2113.42,2.56
4065.88,2072.58,2.56
3878.58,2020.78,2.55
3838.69,1996.87,2.55
3778.55,1948.11,2.54
3772.87,1946.35,2.53
3716.27,1942.34,2.52
3626.68,1942.34,2.53
3621.79,1942.34,2.54
3626.68,1942.34,2.55
3716.27,1946.35,2.56
3716.27,1946.35,2.56
3716.27,1946.35,2.56
3716.27,1946.35,2.56
3716.27,1962.55,2.55
3716.57,1980.80,2.55
3716.57,1980.80,2.55
3716.57,1980.80,2.55
3716.57,1980.80,2.55
3716.57,1980.80,2.55
3716.57,1980.80,2.55
3716.57,1980.80,2.55
3716.57,1980.80,2.55
3716.57,1980.80,2.54
3716.57,1980.80,2.54
3716.57,1980.80,2.52
3716.57,1980.80,2.52
3716.57,1980.80,2.52
3716.57,1993.48,2.52
3716.57,2017.97,2.52
3716.57,2020.78,2.52
3716.57,2044.43,2.52
3626.68,2089.62,2.52
3626.29,2184.12,2.52
3625.77,2184.12,2.52
3621.79,2184.12,2.52
3621.79,2184.12,2.52
3621.79,2184.12,2.52
3621.79,2184.12,2.52
3621.79,2184.12,2.52
3621.79,2184.12,2.52
3621.79,2199.41,2.54
3625.77,2208.02,2.54
3626.29,2211.73,2.53
3626.68,2217.54,2.53
3716.57,2245.62,2.54
3744.26,2253.42,2.54
3747.27,2253.42,2.54
3814.78,2253.42,2.54
3814.78,2253.42,2.54
3814.78,2253.42,2.54
3814.78,2253.42,2.54
3814.78,2253.42,2.54
3814.78,2253.42,2.54
3814.78,2253.42,2.54
3814.78,2253.42,2.54
3814.78,2253.42,2.54
3814.78,2253.42,2.54
3825.45,2258.16,2.54
3877.74,2271.06,2.54
3904.83,2272.84,2.54
3981.54,2275.98,2.54
3987.87,2280.75,2.57
4050.60,2281.57,2.57
4064.99,2297.79,2.57
4108.56,2307.09,2.58
4118.42,2314.70,2.58
4118.42,2316.56,2.58
4118.42,2326.44,2.58
4118.42,2326.44,2.58
4118.42,2326.44,2.58
4118.42,2326.44,2.58
4118.42,2326.44,2.58
4118.42,2326.44,2.58
4118.42,2326.44,2.60
4118.42,2340.34,2.60
4162.74,2341.36,2.62
4174.57,2362.59,2.63
4179.30,2365.97,2.64
4210.46,2366.52,2.64
4254.35,2366.52,2.65
4254.35,2366.52,2.65
4254.35,2366.29,2.65
4254.35,2366.29,2.65
4254.35,2366.29,2.65
4254.35,2366.29,2.65
4254.35,2366.29,2.65
4254.35,2366.29,2.65
4210.46,2341.36,2.65
4210.46,2341.36,2.65
4210.46,2341.36,2.65
