vp(m/s),vs(m/s),ro(g/cc)
4783.90,2801.86,2.57
4783.90,2802.35,2.57
4783.90,2803.83,2.57
4785.12,2809.37,2.57
4792.05,2809.37,2.57
4809.00,2803.83,2.57
4823.34,2802.35,2.57
4828.95,2797.58,2.57
4851.28,2796.98,2.59
4853.72,2796.98,2.59
4858.58,2796.98,2.59
4859.68,2796.98,2.59
4862.71,2795.73,2.59
4868.23,2792.69,2.59
4875.70,2790.12,2.59
4875.70,2789.88,2.59
4875.70,2786.52,2.59
4875.70,2779.73,2.59
4875.70,2778.46,2.59
4876.40,2773.07,2.59
4887.41,2770.03,2.59
4887.41,2761.29,2.59
4887.41,2759.82,2.59
4887.41,2755.41,2.59
4887.41,2753.50,2.59
4887.41,2743.19,2.59
4887.41,2733.77,2.59
4887.41,2730.01,2.59
4887.41,2729.07,2.59
4887.41,2727.51,2.60
4887.41,2723.72,2.60
4887.41,2723.72,2.60
4887.93,2723.72,2.60
4890.80,2726.21,2.60
4892.21,2727.51,2.60
4892.85,2729.07,2.60
4892.85,2730.01,2.60
4892.85,2733.77,2.60
4892.85,2743.19,2.60
4892.95,2743.19,2.60
4892.95,2743.19,2.60
4892.95,2743.19,2.59
4892.95,2743.19,2.59
4895.12,2749.76,2.59
4898.58,2749.76,2.59
4900.95,2750.11,2.59
4905.76,2750.15,2.59
4906.89,2751.71,2.59
4906.89,2751.71,2.59
4906.89,2750.15,2.59
4906.89,2750.15,2.59
4906.89,2750.15,2.59
4906.89,2750.15,2.59
4905.76,2750.15,2.59
4905.76,2750.11,2.59
4905.76,2749.77,2.59
4900.95,2749.76,2.59
4898.58,2743.80,2.59
4895.12,2733.77,2.59
4892.95,2730.01,2.59
4892.85,2727.51,2.59
4892.21,2726.21,2.59
4887.93,2723.72,2.59
4887.82,2723.72,2.59
4887.41,2723.72,2.59
4881.52,2723.72,2.59
4880.63,2723.72,2.59
4878.28,2723.72,2.59
4876.17,2723.72,2.59
4873.15,2723.72,2.59
4858.59,2723.72,2.59
4854.50,2723.72,2.59
4854.50,2726.21,2.59
4854.50,2727.51,2.59
4854.50,2730.01,2.59
4854.50,2743.80,2.59
4880.63,2749.76,2.59
4881.52,2749.77,2.59
4887.82,2750.11,2.59
4887.82,2750.11,2.59
4887.82,2750.11,2.59
4887.82,2750.11,2.59
4887.82,2750.11,2.59
4881.52,2749.77,2.59
4880.63,2749.76,2.59
4841.94,2743.80,2.59
4830.55,2717.12,2.59
4817.63,2642.17,2.59
4813.36,2626.59,2.60
4808.54,2611.92,2.60
4794.82,2599.14,2.60
4724.43,2584.08,2.60
4675.13,2573.71,2.60
4675.13,2573.71,2.60
4675.13,2573.71,2.60
4675.13,2573.71,2.60
4675.13,2573.71,2.60
4675.13,2573.71,2.60
4675.13,2573.71,2.60
4675.13,2573.71,2.60
4669.88,2573.71,2.60
4663.03,2558.90,2.59
4663.03,2543.62,2.59
4659.87,2526.64,2.59
4650.54,2517.52,2.59
4650.54,2507.96,2.59
4650.54,2495.04,2.59
4650.54,2495.04,2.59
4659.87,2495.04,2.59
4659.87,2495.04,2.59
4650.54,2494.18,2.59
4601.13,2487.13,2.57
4574.47,2463.76,2.57
4574.47,2463.76,2.56
4574.47,2494.18,2.56
4601.13,2495.04,2.56
4650.54,2517.52,2.56
4659.87,2518.65,2.57
4663.03,2543.62,2.57
4663.03,2543.62,2.57
4663.03,2543.62,2.57
4659.87,2538.81,2.56
4650.54,2518.65,2.56
4601.13,2517.52,2.55
4574.47,2495.04,2.55
4559.24,2494.18,2.55
4515.51,2494.18,2.55
4515.51,2494.18,2.55
4515.51,2494.18,2.55
4512.06,2494.18,2.55
4501.27,2494.18,2.55
4501.27,2494.18,2.55
4501.27,2494.18,2.55
4501.27,2494.18,2.54
4478.03,2494.18,2.54
4438.95,2463.76,2.54
4402.41,2458.39,2.53
4402.41,2458.39,2.52
4402.41,2458.39,2.52
4402.41,2458.39,2.52
4438.95,2460.12,2.52
4478.03,2463.76,2.52
4512.06,2494.18,2.52
4512.06,2495.04,2.52
4512.06,2495.04,2.52
4512.06,2495.04,2.52
4512.06,2495.04,2.52
4512.06,2495.04,2.52
4512.06,2495.04,2.52
4512.06,2495.04,2.52
4512.06,2495.04,2.52
4512.06,2495.04,2.53
4515.51,2508.24,2.54
4574.47,2518.65,2.54
4626.65,2523.51,2.55
4643.57,2538.81,2.56
4665.00,2602.23,2.59
4720.45,2661.80,2.59
4803.73,2662.57,2.59
4803.73,2665.83,2.59
4803.73,2668.72,2.59
4803.73,2668.72,2.59
4803.73,2668.72,2.59
4803.73,2668.72,2.59
4803.73,2668.72,2.59
4803.73,2668.72,2.59
4803.73,2668.72,2.59
4721.02,2665.83,2.57
4665.00,2661.80,2.56
4655.61,2655.19,2.54
4655.61,2655.19,2.54
4655.61,2655.19,2.54
4655.61,2655.19,2.54
4655.61,2655.19,2.54
4655.61,2661.80,2.55
4655.61,2665.83,2.55
4655.61,2668.72,2.55
4655.61,2668.72,2.55
4655.61,2668.72,2.54
4655.61,2665.83,2.54
4655.61,2665.83,2.54
4655.61,2665.83,2.54
4655.61,2665.83,2.54
4655.61,2665.83,2.53
4655.61,2665.83,2.53
4655.61,2665.83,2.53
4655.61,2665.83,2.53
4655.61,2665.83,2.53
4615.80,2665.83,2.53
4606.04,2665.83,2.52
4597.19,2665.83,2.51
4597.19,2665.83,2.51
4597.19,2665.83,2.51
4597.19,2665.83,2.51
4597.19,2665.83,2.51
4597.19,2665.83,2.51
4597.19,2665.83,2.51
4597.19,2665.83,2.51
4597.19,2665.83,2.51
4597.19,2681.68,2.51
4597.19,2688.31,2.51
4597.19,2688.31,2.51
4596.17,2655.19,2.51
4593.67,2646.72,2.51
4592.17,2646.05,2.51
4586.90,2632.46,2.50
4529.22,2629.76,2.50
4457.53,2623.89,2.50
4446.77,2623.31,2.50
4393.64,2605.21,2.50
4373.48,2605.04,2.50
4370.43,2599.73,2.50
4370.43,2598.52,2.50
4370.43,2580.68,2.50
4370.43,2580.68,2.50
4370.43,2580.68,2.50
4370.43,2580.68,2.50
4370.43,2580.68,2.51
4370.43,2580.68,2.51
4358.76,2568.46,2.51
4350.73,2564.02,2.51
4340.36,2564.02,2.51
4337.80,2564.02,2.51
4325.89,2564.02,2.51
4325.89,2548.39,2.51
4325.89,2544.69,2.50
4308.86,2544.07,2.50
4308.09,2529.39,2.49
4308.09,2525.92,2.49
4308.09,2525.92,2.49
4308.86,2525.92,2.49
4340.36,2529.39,2.49
4358.76,2544.07,2.51
4394.14,2544.07,2.51
4446.77,2564.02,2.51
4502.24,2598.52,2.51
4536.25,2598.52,2.52
4563.99,2598.52,2.52
4592.17,2598.52,2.52
4592.17,2588.26,2.52
4592.17,2586.80,2.53
4586.09,2583.73,2.53
4563.99,2564.02,2.53
4536.25,2556.42,2.53
4502.24,2449.83,2.53
4394.14,2442.39,2.53
4394.14,2442.39,2.54
4394.14,2442.39,2.54
4394.14,2442.39,2.54
4394.14,2442.39,2.55
4358.76,2442.39,2.55
4308.86,2368.43,2.55
4308.09,2331.67,2.55
4306.69,2327.32,2.55
4306.69,2327.32,2.55
4306.69,2327.32,2.56
4308.09,2331.67,2.57
4308.86,2368.43,2.57
4394.14,2378.15,2.58
4428.99,2388.28,2.58
4428.99,2388.28,2.57
4428.99,2388.28,2.57
4428.99,2388.28,2.57
4428.99,2388.28,2.57
4347.71,2388.28,2.58
4347.71,2388.28,2.58
4347.71,2388.28,2.58
4347.71,2388.28,2.58
4347.71,2388.28,2.57
4332.67,2379.58,2.57
4332.67,2379.58,2.57
4347.71,2388.28,2.57
4370.34,2404.81,2.58
4400.85,2424.13,2.58
4428.99,2442.39,2.58
4451.04,2449.83,2.58
4509.92,2500.02,2.59
4523.48,2505.83,2.59
4535.01,2507.35,2.59
4535.01,2521.99,2.59
4535.01,2521.99,2.60
4535.01,2521.99,2.60
4535.01,2521.99,2.60
4535.01,2521.99,2.60
4523.48,2521.99,2.59
4509.92,2507.35,2.59
4475.83,2505.83,2.59
4451.04,2500.02,2.59
4428.99,2449.83,2.59
4400.85,2424.13,2.59
4370.34,2404.81,2.58
4400.85,2388.28,2.58
4428.99,2404.81,2.59
4451.04,2424.13,2.59
4475.83,2500.02,2.59
4509.92,2505.83,2.59
4523.48,2507.35,2.59
4523.48,2507.35,2.59
4522.59,2505.83,2.59
4509.92,2500.02,2.59
4475.83,2457.57,2.59
4475.83,2424.13,2.59
4475.83,2424.13,2.59
4475.83,2424.13,2.59
4475.83,2424.13,2.59
4475.83,2424.13,2.59
4509.92,2424.13,2.59
4522.59,2438.84,2.59
4522.59,2438.84,2.59
4509.92,2438.84,2.59
4475.83,2438.84,2.59
4475.83,2438.84,2.59
4475.83,2438.84,2.59
4475.83,2438.84,2.59
4475.83,2457.57,2.59
4509.92,2459.72,2.59
4522.59,2459.72,2.59
4522.59,2459.72,2.58
4522.59,2459.72,2.58
4537.60,2504.34,2.58
4546.92,2513.56,2.58
4595.90,2542.55,2.58
4679.52,2576.15,2.58
4679.52,2583.85,2.57
4679.52,2583.85,2.57
4679.52,2583.85,2.57
4679.52,2583.85,2.57
4679.52,2583.85,2.57
4679.52,2583.85,2.57
4679.52,2583.85,2.56
4679.52,2583.85,2.56
4679.52,2583.85,2.56
4679.52,2583.85,2.56
4679.52,2583.85,2.56
4679.52,2583.85,2.56
4768.27,2617.15,2.56
4852.09,2714.92,2.57
4905.46,2764.49,2.57
4906.75,2784.10,2.57
4906.75,2785.15,2.57
4906.75,2799.82,2.57
4906.75,2810.51,2.57
4906.75,2810.99,2.57
4905.46,2819.15,2.57
4893.47,2819.15,2.57
4887.58,2819.15,2.57
4878.54,2821.09,2.57
4878.54,2823.58,2.57
4887.58,2831.42,2.57
4893.47,2832.48,2.57
4905.46,2832.65,2.57
4906.75,2834.65,2.57
4915.41,2836.58,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4924.12,2844.47,2.57
4915.41,2836.58,2.57
4906.75,2834.65,2.57
4905.46,2832.65,2.57
4893.47,2832.48,2.57
4887.58,2831.42,2.57
4878.54,2823.58,2.57
4869.62,2821.09,2.57
4862.67,2810.99,2.57
4846.22,2810.51,2.57
4837.73,2799.82,2.57
4831.04,2785.15,2.57
4824.08,2784.10,2.57
4781.21,2722.73,2.57
4781.21,2611.41,2.57
4781.21,2611.41,2.57
4781.21,2611.41,2.57
4781.21,2595.15,2.57
4777.79,2593.77,2.57
4695.96,2522.20,2.57
4596.06,2491.30,2.57
4596.06,2491.30,2.57
4596.06,2491.30,2.57
4596.06,2491.30,2.57
4596.06,2491.30,2.57
4596.06,2491.30,2.57
4596.06,2491.30,2.57
4596.06,2491.30,2.57
4596.06,2491.30,2.57
4596.06,2491.30,2.58
4596.06,2491.30,2.58
4596.06,2491.30,2.58
4596.06,2491.30,2.58
4596.06,2491.30,2.59
4596.06,2491.30,2.59
4596.06,2491.30,2.59
4590.42,2481.17,2.58
4581.72,2472.27,2.58
4566.70,2470.16,2.58
4546.81,2469.65,2.58
4546.81,2440.32,2.58
4546.81,2434.86,2.58
4546.81,2434.86,2.58
4546.81,2434.86,2.58
4546.81,2434.86,2.58
4546.81,2434.86,2.58
4546.81,2434.86,2.58
4546.81,2358.29,2.57
4456.00,2330.34,2.57
4362.60,2315.90,2.57
4351.38,2265.08,2.56
4351.38,2201.41,2.56
4351.38,2201.41,2.54
4351.38,2250.51,2.54
4351.38,2263.29,2.53
4351.38,2302.76,2.53
4362.60,2315.90,2.53
4393.16,2330.34,2.53
4546.81,2350.54,2.53
4566.70,2467.30,2.54
4581.72,2470.16,2.54
4647.82,2472.27,2.56
4663.66,2491.30,2.57
4663.66,2522.20,2.57
4647.82,2522.20,2.57
4581.72,2472.27,2.57
4566.70,2470.16,2.57
4552.42,2467.30,2.57
4393.16,2432.32,2.57
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4351.38,2432.32,2.56
4367.76,2435.49,2.57
4393.16,2467.30,2.57
4552.42,2479.33,2.57
4633.22,2525.65,2.58
4633.22,2538.43,2.58
4633.22,2568.40,2.58
4633.62,2580.77,2.58
4654.63,2636.97,2.58
4659.76,2642.48,2.58
4711.10,2650.39,2.58
4719.56,2651.07,2.58
4724.92,2651.75,2.58
4747.11,2654.06,2.58
4754.65,2654.99,2.58
4792.16,2662.50,2.58
4792.16,2664.11,2.58
4792.16,2665.30,2.58
4792.16,2667.76,2.58
4792.16,2672.38,2.58
4792.16,2672.38,2.58
4792.16,2672.38,2.58
4792.16,2672.38,2.58
4779.68,2672.38,2.58
4758.75,2672.38,2.57
4754.65,2672.38,2.57
4747.11,2672.38,2.56
4747.11,2672.70,2.56
4754.65,2677.63,2.55
4758.75,2679.26,2.54
4779.68,2679.55,2.54
4792.16,2681.11,2.55
4797.75,2682.41,2.55
4810.20,2685.39,2.55
4812.54,2685.39,2.55
4812.54,2685.39,2.55
4812.54,2685.39,2.55
4812.54,2685.39,2.54
4810.20,2685.39,2.54
4797.75,2682.41,2.54
4792.16,2682.41,2.54
4779.68,2682.41,2.54
4762.46,2682.41,2.54
4762.46,2682.41,2.54
4762.46,2682.41,2.54
4762.46,2682.41,2.54
4762.46,2685.39,2.54
4762.46,2685.74,2.54
4762.46,2685.74,2.54
4762.46,2685.74,2.54
4762.46,2685.74,2.54
4762.46,2685.39,2.54
4761.94,2685.39,2.54
4758.75,2685.39,2.54
4758.75,2685.39,2.53
4758.75,2685.39,2.53
4761.94,2685.74,2.53
4762.46,2687.44,2.53
4766.42,2691.26,2.54
4766.42,2692.53,2.54
4766.42,2692.53,2.54
4766.42,2691.26,2.54
4762.46,2687.44,2.54
4761.94,2687.44,2.54
4758.75,2687.44,2.54
4751.44,2687.44,2.54
4744.71,2687.44,2.54
4735.29,2687.44,2.53
4712.42,2687.44,2.53
4696.51,2682.41,2.53
4696.51,2675.45,2.53
4696.51,2675.45,2.53
4712.42,2687.44,2.54
4744.71,2691.26,2.54
4751.44,2710.80,2.54
4761.94,2717.09,2.54
4762.46,2727.69,2.54
4766.42,2710.80,2.54
4762.46,2691.26,2.54
4761.94,2675.45,2.54
4751.44,2670.73,2.55
4712.42,2657.19,2.55
4696.51,2638.96,2.54
4695.86,2615.54,2.54
4680.54,2611.72,2.54
4673.66,2595.00,2.54
4664.88,2595.00,2.54
4654.17,2595.00,2.55
4654.17,2595.00,2.55
4654.17,2594.68,2.55
4654.17,2580.14,2.55
4577.78,2492.12,2.55
4561.13,2487.09,2.55
4527.68,2477.71,2.55
4495.96,2472.21,2.55
4483.57,2461.44,2.55
4483.57,2412.59,2.54
4483.57,2412.59,2.54
4483.57,2412.59,2.54
4483.57,2412.59,2.54
4483.57,2412.59,2.54
4483.57,2412.59,2.54
4483.57,2412.59,2.55
4483.57,2412.59,2.55
4483.57,2412.59,2.55
4483.57,2412.59,2.55
4483.57,2412.59,2.55
4483.57,2412.59,2.55
4405.92,2412.59,2.55
4303.14,2395.72,2.55
4271.84,2353.98,2.55
4271.84,2345.66,2.55
4303.14,2345.66,2.55
4304.88,2353.98,2.55
4405.92,2359.26,2.55
4483.57,2412.59,2.55
4495.96,2441.20,2.55
4561.13,2461.44,2.56
4577.78,2472.21,2.57
4607.23,2477.71,2.58
4695.86,2487.09,2.58
4725.06,2492.12,2.59
4802.62,2615.54,2.59
4802.62,2615.54,2.59
4802.62,2615.54,2.59
4802.62,2615.54,2.59
4802.62,2615.54,2.59
4802.62,2615.54,2.59
4802.62,2624.71,2.61
4817.12,2647.80,2.61
4817.12,2647.80,2.61
4817.12,2647.80,2.61
4817.12,2647.80,2.61
4817.12,2647.80,2.61
4817.12,2647.80,2.61
4817.12,2647.80,2.61
4817.12,2647.80,2.61
4817.12,2647.80,2.61
4817.12,2647.80,2.60
4817.12,2647.80,2.59
4823.92,2647.80,2.59
4832.87,2650.86,2.60
4833.99,2657.46,2.61
4872.23,2661.42,2.61
4875.48,2665.67,2.61
4875.48,2665.67,2.61
4875.48,2665.67,2.61
4875.48,2665.67,2.61
4872.23,2661.42,2.61
4833.99,2657.46,2.60
4832.87,2650.86,2.60
4823.92,2647.80,2.60
4817.12,2624.71,2.60
4802.62,2560.09,2.60
4802.62,2560.09,2.60
4817.12,2560.09,2.60
4823.92,2560.09,2.60
4823.92,2560.09,2.60
4872.23,2560.09,2.60
4875.48,2624.71,2.61
4875.48,2624.71,2.61
4875.48,2624.71,2.63
4875.48,2624.71,2.63
4875.48,2624.71,2.63
4875.48,2624.71,2.61
4872.23,2560.09,2.61
4732.57,2559.57,2.60
4696.67,2540.26,2.60
4696.67,2540.26,2.60
4696.67,2540.26,2.60
4696.67,2540.26,2.60
4696.67,2540.26,2.60
4696.67,2540.26,2.60
4696.67,2540.26,2.60
4696.67,2540.26,2.60
4694.09,2540.26,2.60
4692.68,2523.37,2.60
4656.51,2507.75,2.60
4636.62,2489.95,2.60
4577.74,2484.11,2.59
4561.88,2428.15,2.59
4458.70,2407.44,2.59
4458.70,2407.44,2.59
4458.70,2407.44,2.59
4458.70,2407.44,2.59
4458.70,2407.44,2.59
4458.70,2407.44,2.59
4458.70,2407.44,2.59
4458.70,2407.44,2.59
4458.70,2407.44,2.59
4429.44,2407.44,2.59
4416.00,2397.17,2.59
4393.32,2349.94,2.58
4366.81,2345.92,2.58
4360.13,2323.29,2.58
4358.77,2320.78,2.58
4354.63,2320.34,2.58
4310.39,2316.70,2.58
4310.39,2316.70,2.58
4310.39,2316.70,2.58
4310.39,2316.70,2.58
4310.39,2316.70,2.58
4310.39,2316.70,2.57
4288.28,2292.11,2.56
4269.76,2283.26,2.56
4114.67,2280.02,2.55
4073.33,2206.91,2.55
3892.82,2195.22,2.54
3885.94,2167.44,2.51
3859.00,2141.21,2.51
3859.00,2141.21,2.51
3859.00,2141.21,2.51
3859.00,2141.21,2.51
3859.00,2141.21,2.51
3892.82,2141.21,2.51
4005.53,2195.22,2.51
4005.53,2195.22,2.53
4005.53,2195.22,2.52
4005.53,2195.22,2.52
4005.53,2195.22,2.52
4005.53,2195.22,2.52
4005.53,2195.22,2.51
4005.53,2195.22,2.51
4005.53,2195.22,2.51
4005.53,2195.22,2.51
4005.53,2195.22,2.51
4005.53,2195.22,2.51
4005.53,2195.22,2.51
4005.53,2195.22,2.50
4005.53,2195.22,2.50
4005.53,2195.22,2.50
4005.53,2195.22,2.50
4005.53,2195.22,2.50
3859.00,2195.22,2.50
3840.98,2086.34,2.49
3836.73,2069.73,2.48
3742.49,2056.09,2.48
3742.49,2056.09,2.48
3742.49,2056.09,2.48
3742.49,2056.09,2.48
3836.73,2056.09,2.48
3840.98,2069.73,2.48
3916.18,2072.19,2.48
4005.53,2237.22,2.48
4309.02,2397.36,2.50
4309.63,2403.49,2.50
4338.13,2515.12,2.51
4361.31,2543.77,2.51
4399.73,2571.11,2.51
4400.75,2571.11,2.52
4501.51,2571.11,2.52
4508.89,2571.11,2.52
4508.89,2571.11,2.52
4508.89,2571.11,2.53
4508.89,2571.11,2.53
4508.89,2571.11,2.54
4508.89,2571.11,2.54
4508.89,2571.11,2.54
4508.89,2571.11,2.54
4508.89,2571.11,2.55
4508.89,2571.11,2.55
4508.89,2571.11,2.55
4508.89,2571.11,2.55
4501.51,2551.71,2.55
4474.70,2543.77,2.55
4474.70,2529.66,2.55
4474.70,2528.65,2.56
4474.70,2522.82,2.56
4474.70,2518.08,2.56
4501.51,2513.93,2.57
4507.06,2513.93,2.57
4531.99,2513.93,2.57
4556.40,2513.93,2.57
4558.00,2513.93,2.57
4558.00,2513.93,2.57
4558.00,2513.93,2.57
4558.00,2513.93,2.57
4558.00,2513.93,2.57
4558.00,2513.93,2.57
4558.00,2513.93,2.57
4558.00,2513.93,2.57
4558.00,2513.93,2.56
4558.00,2513.93,2.56
4558.00,2513.93,2.56
4558.00,2518.08,2.56
4558.00,2518.08,2.56
4558.00,2518.08,2.56
4558.00,2518.08,2.56
4558.00,2518.08,2.56
4583.15,2518.08,2.56
4584.05,2520.35,2.57
4590.60,2521.77,2.57
4599.33,2522.82,2.57
4599.33,2524.17,2.57
4599.33,2524.17,2.57
4599.33,2524.17,2.57
4599.33,2524.17,2.57
4599.33,2524.17,2.57
4590.60,2522.82,2.57
4584.05,2521.77,2.57
4583.15,2520.35,2.57
4558.00,2518.08,2.57
4583.15,2520.35,2.57
4590.60,2521.77,2.57
4599.33,2522.82,2.57
4602.17,2524.17,2.57
4608.45,2526.05,2.57
4623.16,2529.66,2.57
4623.46,2535.97,2.57
4630.72,2538.27,2.57
4632.71,2543.66,2.57
4632.71,2543.66,2.57
4632.71,2543.66,2.57
4632.71,2543.66,2.57
4632.71,2543.66,2.57
4632.71,2543.66,2.58
4632.71,2543.66,2.58
4632.71,2543.66,2.58
4632.71,2543.66,2.58
4632.71,2543.66,2.57
4632.71,2543.66,2.57
4630.72,2538.27,2.57
4623.16,2535.97,2.57
4602.17,2526.05,2.57
4590.60,2524.17,2.57
4583.15,2521.77,2.57
4546.49,2520.35,2.57
4512.58,2511.30,2.57
4478.00,2493.81,2.57
4454.42,2487.63,2.58
4454.42,2487.36,2.59
4454.42,2472.74,2.59
4452.46,2455.79,2.59
4442.26,2454.55,2.59
4435.21,2449.94,2.59
4426.16,2441.64,2.59
4426.16,2415.85,2.59
4426.16,2402.71,2.59
4426.16,2380.48,2.59
4386.88,2351.07,2.59
4385.28,2346.16,2.59
4320.96,2327.70,2.59
4318.44,2326.84,2.58
4297.16,2323.90,2.57
4294.81,2289.17,2.57
4270.87,2280.02,2.53
4264.54,2274.24,2.53
4178.66,2237.38,2.52
4114.10,2201.23,2.52
4089.04,2197.98,2.52
4036.14,2191.73,2.50
4016.83,2152.87,2.49
4013.96,2137.16,2.48
4013.96,2123.38,2.47
4013.96,2115.40,2.47
4013.96,2115.40,2.47
4013.96,2115.40,2.47
4013.96,2115.40,2.47
4013.96,2115.40,2.47
4013.96,2115.40,2.47
4013.96,2115.40,2.47
4013.96,2115.40,2.47
4013.96,2115.40,2.47
4013.96,2115.40,2.46
4013.96,2115.40,2.44
3980.73,2115.40,2.44
3957.82,2115.40,2.44
3954.89,2113.70,2.44
3954.89,2113.70,2.44
3954.89,2115.40,2.44
3957.82,2117.60,2.44
3980.73,2123.38,2.45
4013.96,2133.16,2.45
4014.13,2137.16,2.45
4014.13,2152.87,2.45
4014.13,2162.90,2.47
4016.83,2167.25,2.47
4048.15,2177.62,2.48
4016.83,2181.82,2.47
4014.13,2177.62,2.47
3957.82,2167.25,2.45
3946.31,2162.90,2.44
3944.45,2152.87,2.44
3937.38,2137.16,2.42
3937.38,2137.16,2.42
3937.38,2137.16,2.42
3944.45,2137.16,2.44
3946.31,2137.16,2.44
3957.82,2162.90,2.45
4014.13,2167.25,2.45
4048.15,2177.62,2.45
4048.15,2181.82,2.45
4048.15,2181.85,2.45
4048.15,2181.85,2.45
4048.15,2181.85,2.47
4048.15,2181.85,2.47
4048.15,2181.85,2.47
4048.15,2181.85,2.47
4048.15,2181.85,2.47
4049.86,2182.09,2.47
4068.15,2185.69,2.47
4072.68,2190.85,2.49
4076.39,2212.87,2.49
4080.99,2236.96,2.50
4100.46,2241.67,2.50
4124.28,2255.83,2.50
4175.74,2260.39,2.50
4190.19,2260.46,2.50
4190.19,2274.74,2.50
4190.19,2276.95,2.50
4190.19,2330.90,2.50
4234.58,2345.31,2.50
4255.25,2366.48,2.50
4298.57,2386.92,2.50
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.51
4298.57,2386.92,2.50
4255.25,2386.92,2.50
4190.19,2345.31,2.50
4137.83,2303.90,2.50
3995.02,2276.95,2.50
3971.95,2260.39,2.50
3971.19,2245.48,2.49
3971.19,2185.69,2.49
3971.19,2185.69,2.49
3971.19,2185.69,2.49
3971.19,2185.69,2.49
3971.19,2185.69,2.49
3971.19,2185.69,2.49
3867.49,2152.32,2.49
3833.67,2141.94,2.49
3833.67,2132.53,2.49
3833.67,2132.53,2.49
3833.67,2132.53,2.49
3833.67,2132.53,2.49
3833.67,2132.53,2.49
3833.67,2132.53,2.49
3867.49,2132.53,2.50
3890.52,2141.94,2.50
3971.95,2152.32,2.50
3995.02,2215.51,2.50
4137.83,2245.48,2.51
4181.06,2303.90,2.52
4255.25,2345.31,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.52
4298.57,2386.92,2.55
4298.57,2386.92,2.55
4298.57,2386.92,2.55
4298.57,2386.92,2.55
4298.57,2386.92,2.55
4298.57,2386.92,2.55
4298.57,2386.92,2.55
4298.57,2374.52,2.55
4383.88,2374.52,2.55
4399.39,2389.76,2.59
4464.68,2395.52,2.60
4474.07,2442.39,2.61
4609.44,2443.19,2.62
4618.27,2507.84,2.62
4719.43,2543.64,2.62
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4719.43,2543.64,2.63
4771.58,2552.61,2.63
4771.91,2562.30,2.63
4774.92,2583.51,2.63
4795.30,2598.06,2.63
4799.01,2598.06,2.64
4799.01,2598.06,2.64
4799.01,2598.06,2.64
4799.01,2583.51,2.64
4795.30,2562.30,2.63
4774.92,2552.61,2.63
4771.91,2543.64,2.62
4719.43,2507.84,2.62
4700.77,2499.85,2.62
4657.49,2476.80,2.61
4626.03,2448.18,2.60
4618.27,2447.38,2.60
4609.44,2443.19,2.59
4522.44,2442.39,2.59
4475.90,2395.52,2.59
4474.07,2389.76,2.59
4464.68,2374.52,2.58
4399.39,2352.52,2.56
4383.88,2318.86,2.55
4332.77,2239.26,2.53
4166.99,2189.76,2.52
4059.53,2129.52,2.49
4059.53,2098.03,2.47
4059.53,2098.03,2.47
4059.53,2098.03,2.47
4059.53,2098.03,2.47
4059.53,2098.03,2.47
4059.53,2098.03,2.47
4059.53,2098.03,2.47
4059.53,2098.03,2.47
4059.53,2098.03,2.47
3905.17,2098.03,2.44
3836.69,2098.03,2.44
3782.13,2080.67,2.44
3782.13,2050.02,2.44
3782.13,2050.02,2.44
3810.66,2050.02,2.45
3836.69,2057.36,2.47
3848.49,2077.52,2.48
3891.07,2080.67,2.49
3905.17,2098.03,2.49
3905.17,2103.87,2.49
3905.17,2111.26,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2116.83,2.49
3905.17,2118.61,2.50
